session_id,customer_id,session_date,channel,device,page_views,add_to_cart,checkout,purchase,bounce_flag
10304,,2025-08-14,Google Ads,Mobile,2,0,0,0,1
10305,8204,2025-03-15,Google Ads,Desktop,9,0,0,0,0
10306,6587,2025-01-15,Google Ads,Mobile,9,0,0,0,0
10307,8907,2025-10-10,Meta Ads,Desktop,8,0,0,0,0
10308,5022,2026-01-09,Email,Desktop,7,0,0,0,0
10309,2395,2025-03-10,Organic,Mobile,11,0,0,0,0
10310,328,2026-02-09,Influencer,Mobile,1,0,0,0,1
10311,1334,2025-03-05,Google Ads,Desktop,13,0,0,0,0
10312,6990,2025-05-14,Organic,Desktop,13,0,0,0,0
10313,3238,2025-03-23,Affiliate,Desktop,6,1,1,1,0
10314,7976,2025-05-22,Meta Ads,Desktop,2,1,1,1,1
10315,,2026-02-17,Email,Mobile,9,0,0,0,0
10316,6942,2025-03-23,Meta Ads,Mobile,9,0,0,0,0
10317,,2026-04-23,Google Ads,Mobile,1,1,1,1,1
10318,,2025-06-19,Organic,Mobile,10,0,0,0,0
10319,7008,2025-04-05,Organic,Desktop,5,0,0,0,0
10320,9074,2026-06-05,Influencer,Mobile,8,0,0,0,0
10321,9527,2025-04-03,Influencer,Desktop,3,0,0,0,0
10322,7488,2025-12-31,Google Ads,Mobile,10,0,0,0,0
10323,7728,2025-11-22,Affiliate,Desktop,10,0,0,0,0
10324,,2025-12-26,Meta Ads,Desktop,8,1,0,0,0
10325,,2025-09-12,Affiliate,Mobile,9,0,0,0,0
10326,,2026-06-11,Google Ads,Mobile,5,0,0,0,0
10327,8881,2025-08-01,Affiliate,Desktop,5,0,0,0,0
10328,2701,2025-02-20,Organic,Mobile,12,1,1,1,0
10329,2372,2026-06-02,Meta Ads,Mobile,8,0,0,0,0
10330,2952,2025-08-28,Affiliate,Tablet,4,0,0,0,0
10331,2095,2025-01-05,Affiliate,Mobile,1,0,0,0,1
10332,8964,2025-06-13,Affiliate,Desktop,4,0,0,0,0
10333,3365,2025-09-27,Influencer,Mobile,11,1,0,0,0
10334,,2026-06-15,Meta Ads,Mobile,4,0,0,0,0
10335,5044,2025-07-07,Email,Mobile,2,0,0,0,1
10336,,2026-05-14,Google Ads,Mobile,9,1,0,0,0
10337,1993,2026-05-27,Influencer,Mobile,13,0,0,0,0
10338,3003,2025-09-11,Meta Ads,Mobile,13,1,1,0,0
10339,,2025-01-22,Google Ads,Desktop,10,0,0,0,0
10340,7509,2025-12-05,Organic,Desktop,8,0,0,0,0
10341,8036,2025-06-17,Google Ads,Mobile,3,0,0,0,0
10342,3802,2025-01-27,Google Ads,Desktop,10,0,0,0,0
10343,5968,2025-02-12,Google Ads,Mobile,12,1,0,0,0
10344,2868,2026-04-23,Affiliate,Mobile,11,1,0,0,0
10345,6260,2025-09-22,Organic,Mobile,11,1,0,0,0
10346,649,2026-05-12,Meta Ads,Desktop,9,0,0,0,0
10347,9587,2025-02-26,Google Ads,Mobile,13,0,0,0,0
10348,2589,2026-01-16,Google Ads,Tablet,1,0,0,0,1
10349,,2025-11-25,Affiliate,Mobile,2,0,0,0,1
10350,4474,2025-07-08,Affiliate,Mobile,9,0,0,0,0
10351,1620,2026-02-01,Organic,Desktop,9,1,1,0,0
10352,1667,2025-11-25,Meta Ads,Desktop,12,0,0,0,0
10353,,2025-03-27,Meta Ads,Mobile,12,0,0,0,0
10354,4477,2025-08-08,Organic,Desktop,8,0,0,0,0
10355,,2026-03-13,Meta Ads,Mobile,13,0,0,0,0
10356,2477,2025-10-25,Organic,Mobile,8,0,0,0,0
10357,,2025-04-12,Google Ads,Mobile,9,0,0,0,0
10358,7979,2025-08-06,Influencer,Mobile,12,1,0,0,0
10359,794,2025-11-27,Affiliate,Mobile,5,0,0,0,0
10360,4024,2026-03-26,Influencer,Mobile,10,0,0,0,0
10361,7422,2025-07-31,Google Ads,Mobile,8,0,0,0,0
10362,,2026-03-10,Meta Ads,Mobile,6,0,0,0,0
10363,,2025-12-26,Organic,Desktop,11,0,0,0,0
10364,8261,2025-02-24,Affiliate,Tablet,12,1,1,1,0
10365,4296,2025-12-11,Google Ads,Desktop,10,1,1,1,0
10366,6941,2025-10-13,Affiliate,Mobile,1,0,0,0,1
10367,,2025-06-21,Email,Mobile,1,0,0,0,1
10368,,2026-04-15,Organic,Desktop,11,0,0,0,0
10369,5134,2026-04-15,Organic,Mobile,9,1,1,1,0
10370,,2026-06-05,Organic,Desktop,3,0,0,0,0
10371,5991,2026-02-16,Organic,Mobile,3,1,1,0,0
10372,3918,2026-05-15,Influencer,Mobile,1,0,0,0,1
10373,5466,2026-04-11,Email,Desktop,2,0,0,0,1
10374,,2026-02-17,Meta Ads,Mobile,3,1,0,0,0
10375,97,2025-02-09,Organic,Mobile,13,0,0,0,0
10376,3553,2025-09-13,Google Ads,Mobile,13,0,0,0,0
10377,,2025-08-08,Email,Tablet,9,0,0,0,0
10378,5188,2025-06-12,Meta Ads,Mobile,6,0,0,0,0
10379,5615,2025-11-11,Email,Mobile,1,0,0,0,1
10380,5301,2026-05-14,Email,Mobile,11,0,0,0,0
10381,,2026-02-07,Affiliate,Mobile,11,0,0,0,0
10382,2410,2026-02-10,Organic,Mobile,2,0,0,0,1
10383,426,2025-07-03,Meta Ads,Mobile,6,0,0,0,0
10384,4787,2025-06-06,Affiliate,Mobile,12,0,0,0,0
10385,7990,2025-10-04,Email,Mobile,1,0,0,0,1
10386,1800,2025-08-16,Meta Ads,Mobile,12,1,0,0,0
10387,,2025-06-16,Influencer,Mobile,3,0,0,0,0
10388,7481,2025-10-24,Meta Ads,Mobile,12,0,0,0,0
10389,9187,2026-06-18,Meta Ads,Desktop,12,0,0,0,0
10390,,2025-09-30,Organic,Desktop,9,0,0,0,0
10391,2871,2026-04-06,Google Ads,Mobile,12,1,1,1,0
10392,3887,2025-03-05,Affiliate,Desktop,3,0,0,0,0
10393,2220,2025-04-11,Organic,Mobile,8,0,0,0,0
10394,8496,2026-02-12,Email,Desktop,4,0,0,0,0
10395,3697,2026-06-01,Organic,Mobile,11,1,0,0,0
10396,8505,2025-01-03,Google Ads,Mobile,2,1,1,1,1
10397,3304,2025-06-18,Organic,Desktop,4,0,0,0,0
10398,,2025-02-18,Meta Ads,Mobile,7,1,0,0,0
10399,6326,2025-11-11,Influencer,Tablet,10,0,0,0,0
10400,4561,2025-03-17,Email,Desktop,12,0,0,0,0
10401,7638,2025-03-31,Influencer,Desktop,6,1,1,1,0
10402,,2025-11-13,Organic,Desktop,4,0,0,0,0
10403,,2025-01-21,Meta Ads,Mobile,7,0,0,0,0
10404,6676,2026-06-16,Google Ads,Mobile,2,0,0,0,1
10405,2619,2025-07-08,Organic,Mobile,5,1,0,0,0
10406,6374,2025-04-08,Affiliate,Mobile,2,0,0,0,1
10407,8228,2026-01-24,Email,Mobile,10,0,0,0,0
10408,4292,2025-04-11,Email,Mobile,6,0,0,0,0
10409,103,2026-06-07,Meta Ads,Mobile,2,1,1,1,1
10410,150,2025-10-11,Google Ads,Mobile,2,0,0,0,1
10411,8848,2025-05-24,Influencer,Desktop,8,0,0,0,0
10412,,2025-05-25,Affiliate,Mobile,8,0,0,0,0
10413,1580,2025-12-24,Organic,Tablet,5,0,0,0,0
10414,3019,2025-10-08,Google Ads,Desktop,9,0,0,0,0
10415,2972,2025-07-05,Meta Ads,Mobile,9,1,1,0,0
10416,2498,2025-08-16,Meta Ads,Mobile,12,0,0,0,0
10417,,2025-07-10,Google Ads,Desktop,10,0,0,0,0
10418,4230,2026-03-01,Organic,Mobile,4,0,0,0,0
10419,728,2025-12-31,Affiliate,Mobile,4,0,0,0,0
10420,7714,2026-03-31,Influencer,Desktop,4,1,1,0,0
10421,1117,2025-02-27,Google Ads,Tablet,10,0,0,0,0
10422,7448,2026-03-20,Influencer,Mobile,3,0,0,0,0
10423,4627,2025-02-24,Affiliate,Mobile,11,0,0,0,0
10424,,2026-04-13,Influencer,Tablet,7,0,0,0,0
10425,4464,2026-01-06,Email,Mobile,2,1,0,0,1
10426,4930,2025-11-01,Email,Tablet,5,1,0,0,0
10427,7654,2026-01-04,Email,Mobile,10,0,0,0,0
10428,8515,2025-11-10,Meta Ads,Mobile,10,0,0,0,0
10429,2876,2025-07-13,Email,Mobile,11,0,0,0,0
10430,,2025-05-29,Meta Ads,Mobile,5,1,1,1,0
10431,1069,2025-09-09,Affiliate,Desktop,7,0,0,0,0
10432,,2025-04-27,Google Ads,Mobile,2,1,1,0,1
10433,9058,2025-04-27,Affiliate,Desktop,4,1,1,1,0
10434,1531,2026-01-10,Organic,Mobile,1,1,1,1,1
10435,1648,2025-01-24,Organic,Desktop,1,1,1,0,1
10436,3686,2026-02-06,Influencer,Desktop,9,0,0,0,0
10437,3155,2025-03-28,Meta Ads,Mobile,10,0,0,0,0
10438,3309,2025-02-08,Meta Ads,Mobile,5,0,0,0,0
10439,,2025-11-20,Organic,Mobile,9,0,0,0,0
10440,502,2025-12-29,Organic,Mobile,8,0,0,0,0
10441,3974,2026-03-23,Email,Desktop,13,1,0,0,0
10442,,2025-04-14,Meta Ads,Mobile,1,1,1,1,1
10443,649,2025-02-18,Organic,Desktop,7,0,0,0,0
10444,4495,2025-11-07,Google Ads,Tablet,12,1,1,1,0
10445,1001,2025-08-30,Google Ads,Mobile,10,0,0,0,0
10446,8377,2026-05-04,Email,Mobile,7,0,0,0,0
10447,3893,2025-08-16,Influencer,Mobile,13,0,0,0,0
10448,952,2026-01-12,Meta Ads,Mobile,12,0,0,0,0
10449,4649,2025-02-07,Google Ads,Desktop,6,1,1,0,0
10450,6840,2025-06-18,Email,Desktop,1,0,0,0,1
10451,8998,2025-09-07,Email,Mobile,8,0,0,0,0
10452,5390,2025-10-23,Organic,Desktop,1,0,0,0,1
10453,6099,2025-08-07,Organic,Mobile,1,0,0,0,1
10454,7459,2025-03-18,Google Ads,Desktop,11,1,1,1,0
10455,1558,2025-01-01,Influencer,Desktop,13,0,0,0,0
10456,506,2025-09-22,Meta Ads,Mobile,9,1,0,0,0
10457,9800,2026-02-16,Email,Tablet,9,0,0,0,0
10458,7980,2025-11-13,Affiliate,Mobile,8,0,0,0,0
10459,9332,2026-03-01,Email,Desktop,12,1,1,1,0
10460,1380,2025-10-12,Organic,Mobile,5,0,0,0,0
10461,,2025-12-20,Affiliate,Desktop,6,0,0,0,0
10462,448,2026-03-14,Email,Desktop,4,0,0,0,0
10463,6154,2025-05-12,Google Ads,Desktop,10,1,1,0,0
10464,,2025-06-21,Influencer,Mobile,3,1,0,0,0
10465,4387,2026-01-10,Influencer,Mobile,9,0,0,0,0
10466,511,2026-06-13,Affiliate,Mobile,13,0,0,0,0
10467,8949,2025-06-25,Affiliate,Desktop,12,1,1,0,0
10468,4552,2025-07-15,Google Ads,Mobile,1,0,0,0,1
10469,8764,2025-04-16,Google Ads,Mobile,12,0,0,0,0
10470,,2026-03-08,Meta Ads,Mobile,8,0,0,0,0
10471,3554,2026-06-02,Google Ads,Mobile,6,0,0,0,0
10472,5569,2025-05-15,Influencer,Mobile,13,1,0,0,0
10473,772,2026-05-22,Influencer,Desktop,8,0,0,0,0
10474,501,2026-04-19,Google Ads,Mobile,4,1,1,0,0
10475,,2026-05-30,Influencer,Mobile,13,0,0,0,0
10476,4313,2026-05-05,Google Ads,Mobile,12,1,0,0,0
10477,6727,2025-08-13,Google Ads,Desktop,1,0,0,0,1
10478,,2025-08-02,Email,Tablet,4,0,0,0,0
10479,9330,2026-04-24,Organic,Mobile,12,0,0,0,0
10480,1251,2025-02-26,Google Ads,Desktop,9,0,0,0,0
10481,,2026-03-11,Influencer,Desktop,1,0,0,0,1
10482,5960,2026-02-06,Google Ads,Mobile,8,0,0,0,0
10483,1578,2026-02-25,Google Ads,Desktop,4,1,0,0,0
10484,4705,2025-04-17,Affiliate,Mobile,9,0,0,0,0
10485,2045,2026-02-19,Affiliate,Mobile,13,0,0,0,0
10486,,2025-10-21,Meta Ads,Mobile,11,0,0,0,0
10487,6024,2025-02-26,Organic,Mobile,9,1,1,1,0
10488,6093,2025-02-13,Organic,Mobile,1,1,0,0,1
10489,6674,2025-07-19,Organic,Mobile,3,1,1,1,0
10490,5994,2026-03-22,Organic,Desktop,10,0,0,0,0
10491,1617,2026-03-21,Organic,Mobile,4,1,1,1,0
10492,3101,2025-12-14,Google Ads,Mobile,3,0,0,0,0
10493,466,2025-09-05,Influencer,Mobile,5,0,0,0,0
10494,3658,2025-12-14,Influencer,Mobile,13,0,0,0,0
10495,3625,2025-08-19,Organic,Mobile,5,0,0,0,0
10496,,2025-12-12,Influencer,Desktop,6,0,0,0,0
10497,7378,2025-11-26,Email,Desktop,10,0,0,0,0
10498,1728,2025-08-22,Google Ads,Mobile,6,0,0,0,0
10499,6013,2025-08-31,Organic,Mobile,10,0,0,0,0
10500,7810,2025-05-15,Meta Ads,Mobile,1,0,0,0,1
10501,7279,2026-05-22,Affiliate,Mobile,12,0,0,0,0
10502,9745,2025-06-19,Meta Ads,Desktop,5,1,1,0,0
10503,,2025-08-19,Meta Ads,Desktop,6,0,0,0,0
10504,5177,2025-03-23,Meta Ads,Desktop,6,1,0,0,0
10505,1775,2026-03-10,Affiliate,Mobile,12,1,0,0,0
10506,7822,2025-11-12,Google Ads,Mobile,6,0,0,0,0
10507,3921,2026-06-03,Organic,Mobile,3,0,0,0,0
10508,6563,2026-01-30,Affiliate,Mobile,5,1,1,1,0
10509,1176,2026-03-27,Influencer,Tablet,5,1,0,0,0
10510,8517,2025-05-27,Meta Ads,Mobile,3,0,0,0,0
10511,2856,2025-10-21,Influencer,Tablet,9,0,0,0,0
10512,,2025-02-16,Email,Desktop,5,0,0,0,0
10513,9937,2025-12-28,Influencer,Mobile,3,1,0,0,0
10514,3511,2025-06-12,Affiliate,Mobile,4,1,0,0,0
10515,,2026-01-16,Meta Ads,Mobile,1,0,0,0,1
10516,,2026-03-23,Google Ads,Desktop,10,0,0,0,0
10517,,2025-03-21,Google Ads,Desktop,13,0,0,0,0
10518,4223,2025-01-26,Email,Mobile,8,0,0,0,0
10519,9110,2025-05-10,Google Ads,Desktop,9,0,0,0,0
10520,2569,2025-12-07,Google Ads,Mobile,2,0,0,0,1
10521,1169,2025-06-10,Affiliate,Desktop,10,0,0,0,0
10522,3169,2025-08-25,Influencer,Mobile,5,0,0,0,0
10523,4002,2025-11-06,Google Ads,Mobile,12,0,0,0,0
10524,5943,2025-08-08,Google Ads,Mobile,10,0,0,0,0
10525,,2026-06-28,Influencer,Mobile,12,0,0,0,0
10526,,2025-12-18,Affiliate,Mobile,3,0,0,0,0
10527,7179,2025-09-29,Meta Ads,Desktop,1,0,0,0,1
10528,6500,2026-03-07,Meta Ads,Mobile,13,0,0,0,0
10529,4458,2026-06-25,Meta Ads,Desktop,2,0,0,0,1
10530,4621,2026-03-20,Influencer,Mobile,11,1,1,0,0
10531,3992,2026-06-07,Organic,Mobile,2,1,1,0,1
10532,5651,2025-07-24,Email,Desktop,8,0,0,0,0
10533,,2025-07-23,Affiliate,Desktop,7,0,0,0,0
10534,3857,2026-06-13,Affiliate,Desktop,13,0,0,0,0
10535,6370,2026-02-24,Affiliate,Desktop,11,0,0,0,0
10536,1395,2025-04-01,Affiliate,Mobile,8,1,1,0,0
10537,710,2025-05-04,Google Ads,Mobile,3,0,0,0,0
10538,6707,2025-09-18,Organic,Mobile,8,0,0,0,0
10539,2270,2026-02-18,Affiliate,Mobile,2,0,0,0,1
10540,5248,2026-05-28,Email,Desktop,3,0,0,0,0
10541,892,2025-03-16,Meta Ads,Tablet,6,0,0,0,0
10542,,2025-10-29,Influencer,Tablet,7,1,1,0,0
10543,9657,2025-01-18,Google Ads,Mobile,5,0,0,0,0
10544,1189,2025-02-13,Affiliate,Mobile,13,0,0,0,0
10545,2564,2025-10-23,Google Ads,Mobile,3,0,0,0,0
10546,7276,2025-04-28,Influencer,Mobile,7,0,0,0,0
10547,6130,2025-03-09,Influencer,Mobile,13,1,1,0,0
10548,5096,2025-11-30,Influencer,Mobile,2,1,0,0,1
10549,6354,2026-01-08,Meta Ads,Mobile,1,0,0,0,1
10550,8872,2025-10-17,Influencer,Mobile,12,0,0,0,0
10551,5827,2025-04-02,Affiliate,Desktop,13,0,0,0,0
10552,9103,2026-01-26,Organic,Mobile,13,0,0,0,0
10553,9800,2025-06-28,Google Ads,Tablet,4,0,0,0,0
10554,2266,2026-01-28,Organic,Tablet,10,0,0,0,0
10555,7316,2025-09-08,Meta Ads,Desktop,8,0,0,0,0
10556,,2026-04-17,Affiliate,Desktop,12,0,0,0,0
10557,4830,2025-07-06,Influencer,Desktop,7,0,0,0,0
10558,1322,2026-01-25,Google Ads,Desktop,8,0,0,0,0
10559,,2026-02-21,Google Ads,Mobile,10,0,0,0,0
10560,6297,2026-02-22,Google Ads,Mobile,9,0,0,0,0
10561,7327,2025-11-30,Affiliate,Mobile,11,0,0,0,0
10562,6788,2025-03-25,Google Ads,Desktop,7,0,0,0,0
10563,3532,2026-01-21,Meta Ads,Mobile,3,0,0,0,0
10564,,2025-01-25,Google Ads,Desktop,2,0,0,0,1
10565,3333,2025-08-03,Influencer,Desktop,12,0,0,0,0
10566,475,2026-01-21,Affiliate,Mobile,13,0,0,0,0
10567,8751,2026-03-21,Affiliate,Desktop,9,0,0,0,0
10568,1171,2025-03-02,Affiliate,Mobile,6,0,0,0,0
10569,7010,2026-01-11,Affiliate,Mobile,10,0,0,0,0
10570,,2025-03-13,Google Ads,Tablet,9,1,1,1,0
10571,5822,2025-03-07,Influencer,Desktop,5,0,0,0,0
10572,3715,2025-07-24,Organic,Mobile,1,0,0,0,1
10573,4862,2025-05-23,Influencer,Desktop,6,1,0,0,0
10574,2973,2025-06-06,Influencer,Mobile,5,0,0,0,0
10575,,2025-06-26,Google Ads,Desktop,1,0,0,0,1
10576,7429,2026-04-04,Google Ads,Mobile,6,0,0,0,0
10577,6394,2025-06-03,Email,Desktop,8,1,1,1,0
10578,5561,2025-01-22,Meta Ads,Mobile,10,1,0,0,0
10579,4667,2025-08-07,Influencer,Desktop,11,0,0,0,0
10580,,2025-09-01,Affiliate,Mobile,13,0,0,0,0
10581,2109,2025-03-25,Email,Desktop,12,0,0,0,0
10582,5310,2026-01-14,Google Ads,Desktop,10,0,0,0,0
10583,4117,2025-10-19,Affiliate,Desktop,5,0,0,0,0
10584,5046,2025-05-17,Influencer,Desktop,9,1,1,0,0
10585,2959,2025-06-22,Influencer,Mobile,4,0,0,0,0
10586,,2025-08-04,Affiliate,Desktop,4,0,0,0,0
10587,8918,2026-01-25,Organic,Desktop,3,0,0,0,0
10588,9214,2025-06-12,Google Ads,Desktop,5,0,0,0,0
10589,9510,2025-06-08,Email,Mobile,1,0,0,0,1
10590,6053,2025-04-26,Meta Ads,Desktop,2,0,0,0,1
10591,3784,2025-11-04,Affiliate,Mobile,13,0,0,0,0
10592,7578,2025-12-18,Organic,Desktop,5,1,1,0,0
10593,7611,2026-01-06,Organic,Tablet,9,0,0,0,0
10594,9931,2025-07-08,Meta Ads,Mobile,6,1,1,0,0
10595,3224,2026-02-19,Email,Desktop,7,0,0,0,0
10596,1776,2026-02-02,Email,Desktop,11,0,0,0,0
10597,1416,2025-05-04,Influencer,Mobile,7,0,0,0,0
10598,1591,2026-06-13,Organic,Desktop,7,0,0,0,0
10599,9129,2026-06-04,Google Ads,Tablet,7,0,0,0,0
10600,1602,2025-04-01,Email,Tablet,8,0,0,0,0
10601,1346,2026-02-17,Google Ads,Mobile,3,0,0,0,0
10602,9703,2025-10-30,Organic,Mobile,11,0,0,0,0
10603,4416,2025-09-04,Email,Mobile,1,1,1,0,1
10604,37,2025-09-21,Meta Ads,Mobile,10,0,0,0,0
10605,7760,2026-04-12,Organic,Mobile,13,0,0,0,0
10606,,2025-06-11,Meta Ads,Desktop,9,1,1,1,0
10607,5805,2025-10-18,Google Ads,Mobile,11,0,0,0,0
10608,8083,2025-03-03,Email,Desktop,10,1,1,0,0
10609,2508,2025-10-27,Organic,Desktop,11,1,1,0,0
10610,2365,2025-01-08,Email,Mobile,10,1,0,0,0
10611,,2025-10-28,Email,Mobile,7,0,0,0,0
10612,5518,2026-03-20,Google Ads,Desktop,2,0,0,0,1
10613,8029,2025-09-25,Influencer,Desktop,1,0,0,0,1
10614,6783,2025-07-26,Affiliate,Desktop,11,0,0,0,0
10615,,2026-06-22,Google Ads,Mobile,8,0,0,0,0
10616,5339,2025-06-02,Organic,Desktop,4,0,0,0,0
10617,417,2025-08-03,Influencer,Mobile,11,1,0,0,0
10618,7546,2025-06-15,Google Ads,Desktop,6,0,0,0,0
10619,6765,2025-03-03,Influencer,Desktop,7,0,0,0,0
10620,5541,2026-05-05,Google Ads,Desktop,2,1,1,1,1
10621,,2025-08-30,Influencer,Mobile,12,0,0,0,0
10622,,2026-05-16,Organic,Mobile,11,0,0,0,0
10623,3413,2025-05-03,Meta Ads,Mobile,10,0,0,0,0
10624,,2025-03-21,Influencer,Desktop,8,0,0,0,0
10625,926,2026-04-22,Organic,Mobile,11,1,0,0,0
10626,7622,2025-12-13,Organic,Desktop,9,0,0,0,0
10627,2375,2025-12-13,Meta Ads,Mobile,12,0,0,0,0
10628,1831,2026-04-07,Organic,Mobile,7,0,0,0,0
10629,4005,2025-06-14,Organic,Mobile,12,0,0,0,0
10630,3619,2025-01-20,Organic,Desktop,1,0,0,0,1
10631,4257,2025-02-25,Affiliate,Mobile,11,0,0,0,0
10632,3038,2026-01-18,Influencer,Mobile,3,0,0,0,0
10633,2021,2026-05-05,Google Ads,Desktop,7,0,0,0,0
10634,2723,2025-09-02,Meta Ads,Mobile,13,0,0,0,0
10635,5036,2025-11-27,Google Ads,Mobile,6,0,0,0,0
10636,5445,2025-07-18,Meta Ads,Mobile,6,0,0,0,0
10637,9034,2025-08-18,Affiliate,Mobile,11,0,0,0,0
10638,,2025-10-08,Organic,Desktop,4,0,0,0,0
10639,9188,2026-02-28,Email,Desktop,12,0,0,0,0
10640,810,2025-12-07,Affiliate,Desktop,2,0,0,0,1
10641,,2025-07-29,Affiliate,Desktop,12,0,0,0,0
10642,8330,2025-10-16,Email,Mobile,13,1,1,1,0
10643,1621,2025-11-21,Affiliate,Desktop,1,0,0,0,1
10644,,2026-05-15,Affiliate,Desktop,3,0,0,0,0
10645,4563,2025-06-25,Meta Ads,Tablet,9,0,0,0,0
10646,3461,2025-07-06,Google Ads,Mobile,13,0,0,0,0
10647,2987,2025-05-28,Google Ads,Desktop,2,0,0,0,1
10648,,2025-03-17,Email,Desktop,5,1,1,0,0
10649,2926,2025-06-04,Organic,Mobile,10,0,0,0,0
10650,,2026-02-27,Influencer,Mobile,8,1,1,0,0
10651,7896,2025-06-02,Affiliate,Mobile,12,1,0,0,0
10652,,2025-12-20,Google Ads,Mobile,1,0,0,0,1
10653,7279,2025-07-12,Influencer,Tablet,5,0,0,0,0
10654,,2025-09-16,Google Ads,Mobile,10,0,0,0,0
10655,3954,2026-02-01,Google Ads,Mobile,8,0,0,0,0
10656,5860,2026-04-26,Google Ads,Mobile,7,0,0,0,0
10657,3540,2025-09-16,Affiliate,Mobile,7,0,0,0,0
10658,506,2026-02-18,Affiliate,Desktop,1,1,1,0,1
10659,4535,2026-06-28,Google Ads,Mobile,9,0,0,0,0
10660,1167,2025-09-16,Affiliate,Desktop,9,1,1,0,0
10661,8905,2026-04-21,Email,Desktop,13,1,1,1,0
10662,,2025-07-06,Google Ads,Mobile,9,0,0,0,0
10663,9236,2026-03-17,Influencer,Mobile,9,0,0,0,0
10664,,2025-11-17,Email,Desktop,1,1,1,0,1
10665,,2025-10-26,Affiliate,Mobile,4,0,0,0,0
10666,,2025-08-31,Meta Ads,Desktop,4,0,0,0,0
10667,2316,2025-10-06,Organic,Mobile,12,0,0,0,0
10668,,2025-08-13,Influencer,Desktop,6,1,0,0,0
10669,365,2025-01-13,Organic,Mobile,7,0,0,0,0
10670,9135,2025-03-11,Affiliate,Desktop,11,0,0,0,0
10671,3372,2025-04-20,Influencer,Mobile,8,0,0,0,0
10672,1198,2025-02-12,Meta Ads,Desktop,7,1,0,0,0
10673,8511,2025-02-23,Email,Mobile,6,1,0,0,0
10674,8738,2025-06-01,Organic,Desktop,6,1,0,0,0
10675,5356,2025-03-02,Meta Ads,Desktop,7,0,0,0,0
10676,2460,2025-10-29,Organic,Mobile,8,0,0,0,0
10677,9972,2025-06-01,Email,Mobile,9,0,0,0,0
10678,,2025-08-05,Meta Ads,Mobile,10,0,0,0,0
10679,578,2025-02-19,Google Ads,Mobile,12,0,0,0,0
10680,,2026-01-23,Organic,Mobile,1,0,0,0,1
10681,8448,2025-07-21,Meta Ads,Mobile,7,0,0,0,0
10682,2557,2025-03-23,Organic,Desktop,11,1,1,0,0
10683,9299,2025-09-18,Influencer,Desktop,8,1,1,0,0
10684,,2025-05-23,Influencer,Desktop,11,0,0,0,0
10685,4267,2025-12-18,Affiliate,Mobile,4,0,0,0,0
10686,1760,2025-01-17,Affiliate,Tablet,9,0,0,0,0
10687,9018,2025-07-20,Meta Ads,Desktop,7,1,1,0,0
10688,9397,2025-11-19,Influencer,Mobile,9,1,1,0,0
10689,7956,2025-10-12,Affiliate,Desktop,13,0,0,0,0
10690,8135,2026-06-12,Google Ads,Desktop,8,0,0,0,0
10691,4349,2026-03-12,Meta Ads,Mobile,13,1,0,0,0
10692,5952,2026-03-17,Meta Ads,Desktop,11,0,0,0,0
10693,,2025-08-06,Affiliate,Mobile,12,0,0,0,0
10694,,2026-06-28,Organic,Mobile,1,0,0,0,1
10695,8441,2026-04-13,Influencer,Mobile,2,1,0,0,1
10696,6852,2026-05-10,Organic,Mobile,2,0,0,0,1
10697,5693,2025-06-12,Affiliate,Tablet,1,1,1,1,1
10698,8234,2025-08-09,Email,Desktop,11,0,0,0,0
10699,3925,2025-08-10,Google Ads,Mobile,2,1,1,1,1
10700,,2025-11-05,Influencer,Mobile,11,0,0,0,0
10701,4138,2025-03-16,Email,Mobile,10,1,0,0,0
10702,9695,2025-02-09,Affiliate,Mobile,12,0,0,0,0
10703,5386,2025-11-05,Email,Mobile,3,0,0,0,0
10704,6569,2025-07-30,Influencer,Mobile,9,0,0,0,0
10705,3115,2025-06-30,Influencer,Mobile,13,1,1,1,0
10706,3284,2025-05-24,Influencer,Desktop,10,1,1,1,0
10707,3237,2025-08-15,Organic,Mobile,5,1,0,0,0
10708,7661,2025-03-06,Influencer,Mobile,6,0,0,0,0
10709,6874,2025-03-01,Google Ads,Mobile,13,0,0,0,0
10710,2329,2026-04-07,Email,Desktop,2,1,1,1,1
10711,1360,2025-05-07,Organic,Mobile,10,0,0,0,0
10712,2343,2026-04-23,Google Ads,Desktop,2,0,0,0,1
10713,1505,2025-10-20,Organic,Mobile,2,0,0,0,1
10714,5403,2026-01-22,Influencer,Mobile,2,1,1,0,1
10715,8241,2026-04-22,Affiliate,Mobile,3,1,0,0,0
10716,,2025-12-01,Affiliate,Desktop,4,0,0,0,0
10717,2887,2025-05-12,Google Ads,Mobile,11,1,1,1,0
10718,,2026-02-22,Influencer,Desktop,9,1,1,0,0
10719,5282,2025-03-19,Email,Desktop,1,1,0,0,1
10720,7794,2026-04-26,Influencer,Mobile,8,0,0,0,0
10721,1771,2025-01-25,Organic,Mobile,9,0,0,0,0
10722,4836,2025-10-23,Email,Mobile,2,1,1,0,1
10723,,2026-04-15,Google Ads,Desktop,12,0,0,0,0
10724,1183,2025-05-11,Email,Mobile,5,0,0,0,0
10725,8067,2025-02-10,Google Ads,Mobile,12,0,0,0,0
10726,,2026-01-21,Influencer,Mobile,11,0,0,0,0
10727,5815,2026-01-11,Influencer,Mobile,9,0,0,0,0
10728,1692,2025-01-06,Email,Mobile,6,0,0,0,0
10729,,2025-07-08,Email,Mobile,2,1,1,0,1
