order_id,customer_id,order_date,order_status,quantity,selling_price,discount_pct,revenue
5292,7147,2026-05-06,Delivered,2,5964.38,0.0,11928.76
5293,1018,2026-03-18,Delivered,2,6201.81,0.1,12403.62
5294,3546,2025-06-13,Cancelled,3,1418.87,0.2,4256.61
5295,3389,2025-08-16,Delivered,1,1802.06,0.1,1802.06
5296,1522,2026-04-08,Delivered,3,5165.93,0.15,15497.79
5297,5773,2026-02-15,Cancelled,3,6480.24,0.25,19440.72
5298,2382,2025-04-11,Delivered,1,4662.33,0.15,4662.33
5299,1301,2026-04-06,Cancelled,1,1266.45,0.15,1266.45
5300,4333,2025-02-26,Delivered,2,12168.51,0.0,24337.02
5301,4736,2025-05-19,Cancelled,1,8576.39,0.15,8576.39
5302,2051,2025-10-18,Delivered,2,5207.42,0.0,10414.84
5303,136,2025-12-23,Delivered,2,5860.08,0.1,11720.16
5304,715,2026-03-11,Delivered,1,7657.09,0.0,7657.09
5305,8242,2026-02-06,Delivered,1,1671.2,0.2,1671.2
5306,8212,2025-06-04,Delivered,1,8944.72,0.25,8944.72
5307,6758,2025-07-14,Cancelled,3,1473.93,0.05,4421.79
5308,2669,2026-01-29,Returned,3,7591.83,0.15,22775.49
5309,6491,2026-05-31,Delivered,2,5842.65,0.0,11685.3
5310,9216,2026-04-18,Delivered,2,9299.07,0.1,18598.14
5311,8478,2026-06-12,Delivered,2,10559.11,0.1,21118.22
5312,7087,2026-01-04,Delivered,1,904.38,0.0,904.38
5313,1389,2025-09-23,Delivered,2,2618.85,0.1,5237.7
5314,4456,2026-02-22,Delivered,1,4492.71,0.1,4492.71
5315,9677,2025-02-11,Delivered,1,3774.06,0.1,3774.06
5316,7781,2026-05-26,Delivered,2,8152.03,0.1,16304.06
5317,470,2026-05-16,Delivered,1,6700.57,0.05,6700.57
5318,8804,2025-10-03,Delivered,1,4368.03,0.1,4368.03
5319,4457,2025-10-13,Delivered,1,7311.84,0.0,7311.84
5320,1515,2025-10-16,Delivered,2,6678.56,0.1,13357.12
5321,19,2025-03-17,Delivered,1,3017.72,0.25,3017.72
5322,4063,2025-04-23,Returned,1,870.81,0.1,870.81
5323,9209,2026-02-03,Cancelled,1,7004.86,0.25,7004.86
5324,6066,2025-01-18,Cancelled,1,9788.36,0.0,9788.36
5325,4774,2026-01-10,Delivered,2,4945.04,0.1,9890.08
5326,5191,2025-06-16,Delivered,1,6730.65,0.0,6730.65
5327,2735,2025-03-18,Delivered,3,981.92,0.05,2945.76
5328,187,2025-11-21,Delivered,1,698.61,0.2,698.61
5329,4440,2025-05-30,Delivered,3,6910.24,0.1,20730.72
5330,1838,2025-09-01,Returned,3,6701.84,0.15,20105.52
5331,9512,2026-04-17,Delivered,1,6155.69,0.0,6155.69
5332,2508,2026-01-16,Delivered,1,7111.12,0.1,7111.12
5333,2303,2026-06-13,Delivered,1,7955.89,0.2,7955.89
5334,4504,2025-08-05,Delivered,3,7564.7,0.05,22694.1
5335,3453,2025-08-09,Delivered,1,9941.68,0.1,9941.68
5336,6048,2026-01-10,Delivered,2,5940.27,0.25,11880.54
5337,104,2025-03-15,Delivered,3,5167.12,0.15,15501.36
5338,9729,2026-04-13,Returned,1,9287.37,0.1,9287.37
5339,2195,2025-07-11,Cancelled,2,8924.97,0.1,17849.94
5340,6637,2025-09-14,Delivered,1,6531.85,0.1,6531.85
5341,8843,2025-10-04,Delivered,2,8328.87,0.1,16657.74
5342,472,2025-02-06,Delivered,2,9513.87,0.0,19027.74
5343,4794,2025-06-13,Delivered,1,3740.87,0.1,3740.87
5344,5940,2025-03-18,Delivered,1,6643.94,0.25,6643.94
5345,988,2025-11-30,Returned,1,10729.67,0.0,10729.67
5346,6603,2026-01-21,Returned,2,2521.61,0.1,5043.22
5347,8316,2025-01-05,Cancelled,3,5928.08,0.15,17784.24
5348,1276,2025-01-05,Delivered,2,4995.32,0.1,9990.64
5349,8466,2026-03-21,Returned,2,13033.19,0.1,26066.38
5350,4696,2025-07-02,Delivered,3,1454.66,0.15,4363.98
5351,9782,2026-04-06,Delivered,1,8889.66,0.2,8889.66
5352,2867,2025-12-25,Cancelled,1,8877.01,0.1,8877.01
5353,612,2026-03-04,Delivered,1,7499.3,0.25,7499.3
5354,6585,2025-07-29,Delivered,1,7966.03,0.2,7966.03
5355,4400,2025-06-15,Delivered,2,2049.23,0.0,4098.46
5356,6357,2026-01-29,Delivered,1,9403.74,0.15,9403.74
5357,8852,2025-12-11,Returned,1,5444.33,0.1,5444.33
5358,8626,2025-11-07,Delivered,2,2608.47,0.05,5216.94
5359,1189,2025-07-19,Cancelled,1,8290.79,0.2,8290.79
5360,668,2025-12-01,Delivered,2,7473.79,0.05,14947.58
5361,3625,2025-08-01,Delivered,1,7656.52,0.1,7656.52
5362,1324,2026-05-01,Delivered,3,9179.5,0.0,27538.5
5363,9056,2026-01-22,Delivered,1,8180.51,0.1,8180.51
5364,5484,2025-08-05,Delivered,2,7697.08,0.15,15394.16
5365,922,2026-04-05,Delivered,1,8235.5,0.25,8235.5
5366,5560,2025-02-08,Delivered,1,6889.85,0.1,6889.85
5367,7256,2026-03-29,Cancelled,1,1510.13,0.15,1510.13
5368,7737,2025-08-15,Returned,1,6501.88,0.1,6501.88
5369,9496,2025-05-06,Delivered,1,7107.66,0.15,7107.66
5370,6180,2026-03-29,Delivered,1,4228.28,0.05,4228.28
5371,6021,2025-12-25,Delivered,1,7701.64,0.15,7701.64
5372,578,2025-02-10,Returned,1,893.3,0.2,893.3
5373,8792,2025-05-26,Delivered,1,4823.42,0.15,4823.42
5374,7748,2025-09-03,Returned,2,1947.99,0.0,3895.98
5375,7995,2025-12-09,Cancelled,1,8950.35,0.0,8950.35
5376,9733,2026-03-16,Returned,1,4924.01,0.0,4924.01
5377,8065,2025-07-20,Delivered,1,6951.78,0.05,6951.78
5378,4314,2026-03-17,Delivered,1,736.21,0.15,736.21
5379,6296,2026-03-07,Delivered,3,1810.41,0.0,5431.23
5380,8844,2025-07-26,Delivered,1,6982.3,0.15,6982.3
5381,702,2026-05-26,Delivered,1,2018.76,0.0,2018.76
5382,1485,2026-05-30,Delivered,2,1725.97,0.1,3451.94
5383,3996,2025-06-08,Delivered,1,5642.9,0.25,5642.9
5384,6597,2025-10-31,Delivered,2,351.87,0.2,703.74
5385,8335,2026-04-19,Delivered,1,2551.05,0.05,2551.05
5386,3082,2025-10-21,Returned,2,484.65,0.0,969.3
5387,2036,2026-02-08,Delivered,1,5214.31,0.15,5214.31
5388,1890,2026-03-12,Cancelled,1,10413.83,0.1,10413.83
5389,3006,2025-11-05,Delivered,1,2976.22,0.2,2976.22
5390,604,2025-07-16,Delivered,1,5454.33,0.05,5454.33
5391,5129,2025-10-14,Delivered,3,3785.13,0.0,11355.39
5392,8614,2026-03-30,Delivered,2,7239.69,0.0,14479.38
5393,4226,2025-06-24,Delivered,1,2971.33,0.05,2971.33
5394,4861,2026-04-06,Returned,1,7657.69,0.0,7657.69
5395,8175,2025-04-21,Cancelled,1,11852.77,0.1,11852.77
5396,128,2025-09-09,Delivered,1,6050.63,0.25,6050.63
5397,9735,2025-02-15,Returned,1,8052.26,0.25,8052.26
5398,2042,2026-04-11,Delivered,1,7724.84,0.2,7724.84
5399,1068,2026-01-24,Delivered,2,4985.5,0.05,9971.0
5400,5912,2025-03-06,Cancelled,1,7635.51,0.1,7635.51
5401,182,2025-05-02,Delivered,1,8176.47,0.1,8176.47
5402,4480,2025-10-15,Delivered,1,7577.3,0.0,7577.3
5403,7744,2025-09-27,Delivered,1,2311.13,0.0,2311.13
5404,6878,2025-03-03,Delivered,1,8009.41,0.05,8009.41
5405,746,2026-04-30,Delivered,1,1784.93,0.25,1784.93
5406,7280,2025-09-09,Delivered,1,933.55,0.05,933.55
5407,2399,2026-01-01,Cancelled,1,9649.69,0.1,9649.69
5408,1839,2026-02-15,Returned,2,6510.32,0.1,13020.64
5409,3494,2025-04-03,Delivered,1,1374.79,0.0,1374.79
5410,4450,2025-07-01,Delivered,3,6503.31,0.2,19509.93
5411,2986,2026-02-05,Returned,2,6802.31,0.05,13604.62
5412,5324,2026-02-26,Delivered,1,1561.33,0.0,1561.33
5413,6488,2025-04-28,Delivered,1,1240.08,0.15,1240.08
5414,772,2025-06-24,Delivered,1,3953.72,0.2,3953.72
5415,2770,2026-03-02,Delivered,2,12038.31,0.0,24076.62
5416,3075,2025-07-07,Returned,2,8935.5,0.0,17871.0
5417,6073,2025-02-12,Delivered,1,5859.54,0.1,5859.54
5418,2573,2025-09-29,Delivered,3,5411.5,0.1,16234.5
5419,6959,2025-03-19,Delivered,1,5086.53,0.1,5086.53
5420,7263,2025-11-20,Delivered,3,6960.06,0.1,20880.18
5421,218,2026-05-25,Returned,3,8347.6,0.1,25042.8
5422,6316,2025-02-24,Delivered,1,8224.57,0.2,8224.57
5423,3674,2025-06-02,Delivered,1,8655.46,0.2,8655.46
5424,2921,2025-11-05,Delivered,1,1153.96,0.1,1153.96
5425,514,2025-03-24,Delivered,2,4764.65,0.2,9529.3
5426,4859,2025-10-19,Delivered,2,8878.34,0.1,17756.68
5427,7657,2025-04-28,Delivered,1,3055.69,0.05,3055.69
5428,1556,2025-12-13,Delivered,1,4950.88,0.1,4950.88
5429,586,2025-07-16,Delivered,2,6049.59,0.25,12099.18
5430,1400,2026-05-20,Cancelled,2,7783.79,0.1,15567.58
5431,8615,2026-04-02,Delivered,2,5944.97,0.1,11889.94
5432,2067,2026-06-26,Delivered,3,1147.6,0.15,3442.8
5433,8476,2025-03-25,Delivered,2,536.63,0.15,1073.26
5434,1899,2026-06-01,Cancelled,1,5441.75,0.0,5441.75
5435,5168,2025-01-09,Returned,2,3005.95,0.2,6011.9
5436,4459,2025-04-30,Returned,2,5890.04,0.2,11780.08
5437,9429,2026-04-17,Delivered,1,758.01,0.25,758.01
5438,2729,2026-04-15,Returned,1,7837.21,0.05,7837.21
5439,3666,2025-06-13,Delivered,2,8448.52,0.2,16897.04
5440,4466,2026-04-04,Cancelled,2,1834.42,0.1,3668.84
5441,3026,2025-02-11,Delivered,2,5740.87,0.0,11481.74
5442,1672,2025-07-03,Returned,2,4585.02,0.15,9170.04
5443,1141,2025-01-16,Delivered,2,1560.45,0.1,3120.9
5444,5932,2025-10-09,Delivered,2,1707.1,0.1,3414.2
5445,7276,2026-05-06,Delivered,1,4131.27,0.25,4131.27
5446,1699,2025-12-01,Cancelled,2,5273.84,0.2,10547.68
5447,4254,2025-10-13,Returned,2,5064.63,0.25,10129.26
5448,7065,2025-04-18,Cancelled,2,5479.72,0.15,10959.44
5449,9787,2025-11-29,Delivered,2,2955.43,0.15,5910.86
5450,1306,2025-06-26,Delivered,1,8510.68,0.1,8510.68
5451,8703,2025-12-02,Delivered,1,1276.1,0.1,1276.1
5452,3861,2025-03-13,Delivered,1,3323.9,0.1,3323.9
5453,5127,2025-10-12,Delivered,2,1651.35,0.25,3302.7
5454,660,2025-09-29,Delivered,1,6118.19,0.1,6118.19
5455,4516,2026-02-24,Returned,1,7431.33,0.05,7431.33
5456,2860,2026-05-11,Delivered,2,1335.35,0.15,2670.7
5457,2355,2026-05-09,Delivered,1,5748.95,0.1,5748.95
5458,8745,2025-07-06,Delivered,1,6940.4,0.1,6940.4
5459,1526,2025-12-16,Returned,1,5139.95,0.1,5139.95
5460,2358,2025-12-23,Delivered,1,7912.49,0.25,7912.49
5461,2419,2026-04-05,Returned,2,2004.3,0.0,4008.6
5462,7753,2026-03-16,Delivered,1,2686.24,0.1,2686.24
5463,5507,2025-01-06,Delivered,1,8079.9,0.0,8079.9
5464,4577,2026-03-13,Delivered,1,1255.91,0.05,1255.91
5465,1420,2025-09-19,Delivered,2,6134.47,0.15,12268.94
5466,3951,2026-06-03,Returned,2,3405.18,0.1,6810.36
5467,8842,2025-11-26,Cancelled,3,7567.64,0.1,22702.92
5468,4986,2025-07-30,Delivered,1,2179.59,0.15,2179.59
5469,9678,2025-04-20,Returned,3,1629.2,0.15,4887.6
5470,454,2026-06-02,Delivered,2,6707.76,0.1,13415.52
5471,2665,2025-03-29,Returned,2,4538.36,0.05,9076.72
5472,1519,2025-02-19,Cancelled,2,4547.71,0.05,9095.42
5473,6445,2025-03-16,Delivered,1,7819.11,0.25,7819.11
5474,1041,2025-10-28,Returned,2,4406.64,0.15,8813.28
5475,4103,2025-06-05,Cancelled,2,6628.86,0.25,13257.72
5476,384,2025-11-13,Delivered,2,3049.64,0.15,6099.28
5477,5234,2026-03-25,Delivered,1,6760.18,0.05,6760.18
5478,1868,2025-06-08,Cancelled,2,6151.79,0.1,12303.58
5479,7704,2025-01-16,Returned,1,6716.88,0.0,6716.88
5480,4612,2025-07-15,Delivered,3,8012.31,0.1,24036.93
5481,6092,2025-11-25,Delivered,2,6800.94,0.0,13601.88
5482,1893,2026-02-01,Delivered,2,7049.48,0.0,14098.96
5483,6654,2025-02-07,Delivered,3,8337.8,0.1,25013.4
5484,337,2026-04-24,Cancelled,2,2667.1,0.0,5334.2
5485,1452,2025-11-20,Delivered,2,8190.83,0.0,16381.66
5486,8181,2025-09-20,Delivered,3,12341.53,0.0,37024.59
5487,2394,2025-05-18,Cancelled,1,5802.41,0.05,5802.41
5488,7354,2026-06-07,Returned,1,8671.36,0.2,8671.36
5489,8648,2025-03-27,Returned,2,8416.93,0.1,16833.86
5490,1304,2025-09-02,Delivered,2,3498.85,0.25,6997.7
5491,9695,2025-09-11,Delivered,1,13161.36,0.0,13161.36
5492,8149,2025-10-26,Delivered,2,8381.28,0.05,16762.56
5493,5551,2025-05-06,Delivered,2,5466.59,0.05,10933.18
5494,3188,2026-05-30,Delivered,3,5031.81,0.15,15095.43
5495,2076,2025-07-26,Delivered,1,6482.46,0.15,6482.46
5496,2297,2026-01-24,Delivered,1,3687.59,0.1,3687.59
5497,5113,2025-12-12,Delivered,1,3836.31,0.1,3836.31
5498,1515,2025-04-21,Delivered,1,2230.27,0.2,2230.27
5499,4750,2026-05-26,Delivered,1,5364.62,0.0,5364.62
5500,5073,2025-09-08,Delivered,2,9239.05,0.0,18478.1
5501,6632,2025-12-03,Delivered,3,2200.4,0.15,6601.2
5502,72,2025-12-18,Delivered,1,818.5,0.25,818.5
5503,3278,2025-10-04,Returned,1,6386.55,0.1,6386.55
5504,1335,2025-12-14,Cancelled,1,6030.34,0.05,6030.34
5505,8806,2025-10-31,Cancelled,1,9245.85,0.1,9245.85
5506,8396,2026-02-08,Delivered,1,8652.98,0.1,8652.98
5507,9784,2025-09-15,Returned,2,8844.31,0.05,17688.62
5508,9045,2026-03-19,Delivered,1,2306.34,0.05,2306.34
5509,9112,2025-11-03,Delivered,2,5206.65,0.1,10413.3
5510,3261,2026-06-29,Delivered,3,3812.05,0.1,11436.15
5511,9887,2025-11-07,Delivered,1,1408.85,0.0,1408.85
5512,23,2025-11-18,Delivered,1,7318.19,0.05,7318.19
5513,1378,2025-09-26,Cancelled,1,4469.56,0.15,4469.56
5514,2995,2025-08-05,Delivered,1,6782.51,0.0,6782.51
5515,2518,2026-03-06,Delivered,1,5715.13,0.25,5715.13
5516,7934,2025-12-12,Delivered,3,3856.72,0.2,11570.16
5517,7651,2025-08-01,Delivered,1,7592.77,0.1,7592.77
5518,1659,2026-03-16,Cancelled,2,3403.79,0.15,6807.58
5519,4664,2025-03-01,Delivered,3,6737.05,0.1,20211.15
5520,934,2025-02-03,Delivered,2,2064.15,0.25,4128.3
5521,9608,2025-12-17,Delivered,2,9541.25,0.0,19082.5
5522,7054,2025-09-07,Delivered,2,5468.71,0.2,10937.42
5523,1489,2026-03-10,Delivered,1,1865.44,0.15,1865.44
5524,7681,2025-12-28,Delivered,2,7020.95,0.0,14041.9
5525,3076,2026-03-02,Cancelled,1,2106.15,0.15,2106.15
5526,2310,2025-05-25,Delivered,3,2930.36,0.1,8791.08
5527,6460,2025-05-18,Delivered,2,2666.09,0.2,5332.18
5528,2221,2025-05-17,Delivered,1,8250.93,0.1,8250.93
5529,4098,2025-12-19,Cancelled,3,7304.39,0.1,21913.17
5530,8825,2026-01-03,Delivered,2,4881.54,0.2,9763.08
5531,3621,2026-06-29,Delivered,1,5975.04,0.0,5975.04
5532,1505,2025-04-29,Delivered,1,11892.55,0.0,11892.55
5533,5516,2025-02-26,Delivered,2,7586.82,0.0,15173.64
5534,1445,2026-06-07,Cancelled,1,7769.7,0.0,7769.7
5535,8049,2025-10-12,Returned,3,1969.58,0.15,5908.74
5536,7395,2025-07-19,Returned,2,8570.33,0.05,17140.66
5537,4330,2025-06-16,Delivered,1,7039.93,0.05,7039.93
5538,5379,2026-04-27,Returned,1,8210.64,0.0,8210.64
5539,344,2026-03-08,Delivered,1,8669.12,0.25,8669.12
5540,6406,2025-04-06,Delivered,2,5077.09,0.0,10154.18
5541,7820,2025-06-26,Cancelled,2,6753.49,0.0,13506.98
5542,9038,2026-04-20,Delivered,2,9493.8,0.25,18987.6
5543,7218,2026-02-04,Delivered,2,954.02,0.25,1908.04
5544,2890,2026-03-21,Cancelled,2,10368.39,0.1,20736.78
5545,5057,2025-03-29,Delivered,1,3425.92,0.15,3425.92
5546,3227,2025-11-12,Cancelled,1,7109.55,0.15,7109.55
5547,6032,2025-02-06,Delivered,2,4649.68,0.15,9299.36
5548,8705,2025-09-03,Returned,1,6773.91,0.1,6773.91
5549,3684,2025-02-26,Cancelled,2,6919.2,0.1,13838.4
5550,7962,2025-05-27,Cancelled,2,2552.19,0.2,5104.38
5551,1059,2025-05-22,Delivered,1,6262.08,0.0,6262.08
5552,7148,2025-04-13,Delivered,1,8321.96,0.05,8321.96
5553,7973,2026-04-08,Delivered,2,6872.31,0.1,13744.62
5554,7828,2025-07-22,Delivered,1,5269.18,0.05,5269.18
5555,3932,2025-03-23,Delivered,3,10950.84,0.1,32852.52
5556,7411,2026-06-23,Delivered,1,4965.55,0.1,4965.55
5557,9854,2025-01-19,Cancelled,1,6428.44,0.1,6428.44
5558,638,2025-03-22,Delivered,1,807.31,0.15,807.31
5559,9773,2026-04-11,Returned,1,7354.85,0.0,7354.85
5560,3604,2025-09-03,Cancelled,3,7397.8,0.0,22193.4
5561,3195,2025-07-24,Returned,1,11370.65,0.1,11370.65
5562,1051,2025-06-16,Delivered,1,621.95,0.2,621.95
5563,1950,2025-11-17,Delivered,2,3192.15,0.15,6384.3
5564,5158,2025-07-15,Delivered,3,9526.56,0.2,28579.68
5565,7594,2025-02-15,Delivered,1,489.89,0.05,489.89
5566,7245,2026-06-10,Delivered,2,4766.12,0.05,9532.24
5567,7646,2026-05-10,Delivered,3,3097.35,0.15,9292.05
5568,7281,2025-04-07,Delivered,2,6361.5,0.2,12723.0
5569,317,2025-10-02,Returned,2,1138.85,0.1,2277.7
5570,4522,2025-09-05,Delivered,2,5671.84,0.0,11343.68
5571,5373,2025-02-18,Cancelled,1,4262.35,0.25,4262.35
5572,489,2025-08-06,Cancelled,3,6751.46,0.25,20254.38
5573,2838,2025-12-12,Delivered,1,4734.71,0.1,4734.71
5574,2841,2025-02-26,Delivered,2,5360.15,0.0,10720.3
5575,500,2025-07-19,Cancelled,2,2189.39,0.05,4378.78
5576,4494,2025-05-18,Returned,1,8443.48,0.25,8443.48
5577,4304,2025-07-12,Cancelled,1,11168.4,0.05,11168.4
5578,5424,2025-12-10,Delivered,3,8556.15,0.0,25668.45
5579,1332,2025-08-11,Returned,3,6357.45,0.25,19072.35
5580,9742,2026-02-23,Delivered,2,7855.99,0.1,15711.98
5581,2832,2025-10-04,Delivered,2,7410.63,0.2,14821.26
5582,6177,2026-01-13,Delivered,2,1097.15,0.1,2194.3
5583,5665,2025-12-04,Delivered,1,9519.8,0.1,9519.8
5584,68,2026-03-22,Delivered,1,5416.85,0.05,5416.85
5585,2480,2025-03-21,Cancelled,3,4310.63,0.05,12931.89
5586,6989,2026-06-25,Delivered,1,6684.39,0.1,6684.39
5587,3631,2026-02-16,Cancelled,3,5257.21,0.2,15771.63
5588,3320,2025-04-18,Delivered,1,3687.99,0.1,3687.99
5589,7091,2025-01-15,Delivered,1,11236.77,0.0,11236.77
5590,7988,2025-01-14,Delivered,1,4182.73,0.1,4182.73
5591,8070,2026-01-17,Returned,1,7436.13,0.05,7436.13
5592,4384,2025-08-19,Returned,1,8167.43,0.15,8167.43
5593,4598,2025-04-10,Delivered,2,11609.24,0.0,23218.48
5594,6753,2025-06-23,Cancelled,1,5122.5,0.0,5122.5
5595,5898,2025-09-01,Returned,2,2694.31,0.1,5388.62
5596,3726,2025-01-23,Cancelled,3,5212.59,0.1,15637.77
5597,3304,2025-11-03,Cancelled,1,9055.92,0.05,9055.92
5598,9678,2025-01-20,Returned,2,3290.42,0.1,6580.84
5599,8851,2025-12-19,Delivered,2,8375.79,0.0,16751.58
5600,3038,2025-02-03,Delivered,3,4857.76,0.2,14573.28
5601,813,2026-03-08,Cancelled,1,8214.55,0.25,8214.55
5602,9542,2025-05-18,Delivered,1,4154.1,0.0,4154.1
5603,975,2025-10-09,Delivered,2,6608.59,0.0,13217.18
5604,2340,2025-07-30,Delivered,1,5188.16,0.2,5188.16
5605,378,2026-04-25,Delivered,2,366.92,0.05,733.84
5606,7748,2026-03-09,Delivered,1,7489.46,0.1,7489.46
5607,1020,2026-06-05,Delivered,1,11531.69,0.0,11531.69
5608,3181,2026-01-25,Returned,2,7185.33,0.2,14370.66
5609,6288,2026-06-16,Delivered,1,5434.38,0.1,5434.38
5610,535,2025-05-03,Delivered,1,1253.75,0.0,1253.75
5611,9984,2025-06-24,Cancelled,1,12257.52,0.05,12257.52
5612,7802,2026-03-18,Returned,2,1986.26,0.15,3972.52
5613,6016,2025-01-18,Delivered,2,2200.12,0.25,4400.24
5614,5608,2025-04-08,Delivered,2,3779.93,0.25,7559.86
5615,2549,2026-01-26,Returned,1,4798.19,0.25,4798.19
5616,5892,2025-08-06,Delivered,2,6690.81,0.05,13381.62
5617,8182,2025-05-18,Returned,3,1024.01,0.05,3072.03
5618,5012,2025-06-15,Delivered,1,7390.73,0.0,7390.73
5619,3546,2026-02-23,Delivered,3,8983.87,0.1,26951.61
5620,2930,2025-09-19,Delivered,1,1426.01,0.0,1426.01
5621,5940,2025-01-03,Returned,1,7114.71,0.1,7114.71
5622,8937,2025-10-09,Returned,1,685.06,0.15,685.06
5623,4404,2026-02-28,Delivered,1,5192.86,0.2,5192.86
5624,6650,2025-04-01,Delivered,2,8734.86,0.0,17469.72
5625,5110,2025-02-08,Delivered,1,7372.73,0.2,7372.73
5626,4883,2026-04-25,Delivered,2,3708.67,0.05,7417.34
5627,1057,2025-02-08,Delivered,1,3439.73,0.05,3439.73
5628,3389,2025-12-21,Delivered,2,5208.78,0.05,10417.56
5629,9305,2026-03-01,Delivered,1,7408.84,0.2,7408.84
5630,8833,2025-03-30,Returned,1,4960.61,0.1,4960.61
5631,3054,2025-05-22,Cancelled,3,10618.46,0.15,31855.38
5632,5894,2025-10-04,Returned,3,6913.99,0.25,20741.97
5633,6010,2025-11-29,Returned,2,9003.15,0.0,18006.3
5634,8823,2025-10-03,Returned,3,361.81,0.2,1085.43
5635,74,2025-04-11,Returned,2,782.1,0.0,1564.2
5636,3050,2026-04-25,Cancelled,2,9503.12,0.15,19006.24
5637,4600,2025-08-18,Delivered,1,10915.29,0.0,10915.29
5638,5191,2025-10-18,Delivered,1,7102.15,0.05,7102.15
5639,7669,2025-10-19,Delivered,2,3092.33,0.05,6184.66
5640,3410,2025-10-28,Delivered,3,7254.27,0.0,21762.81
5641,6124,2025-06-08,Delivered,1,7741.34,0.15,7741.34
5642,8474,2025-06-23,Delivered,1,6695.35,0.1,6695.35
5643,3185,2025-03-17,Delivered,1,5523.13,0.0,5523.13
5644,5005,2026-02-02,Cancelled,1,2852.7,0.2,2852.7
5645,6506,2025-06-20,Delivered,3,7896.73,0.0,23690.19
5646,8029,2025-01-28,Delivered,1,6578.24,0.2,6578.24
5647,7956,2025-01-26,Delivered,1,4018.53,0.1,4018.53
5648,4064,2026-06-12,Delivered,2,6069.86,0.1,12139.72
5649,1582,2025-08-22,Cancelled,1,4873.99,0.2,4873.99
5650,1196,2025-11-27,Returned,1,8404.19,0.15,8404.19
5651,659,2025-10-19,Delivered,2,6215.03,0.05,12430.06
5652,4818,2026-04-06,Cancelled,1,6142.85,0.05,6142.85
5653,4617,2026-04-29,Cancelled,1,2933.61,0.25,2933.61
5654,2490,2026-03-02,Delivered,1,555.55,0.1,555.55
5655,4375,2026-06-20,Returned,2,3939.04,0.05,7878.08
5656,6916,2025-04-29,Delivered,2,4744.45,0.1,9488.9
5657,468,2025-09-02,Delivered,3,7310.64,0.25,21931.92
5658,2517,2025-06-07,Returned,2,3614.96,0.15,7229.92
5659,6799,2026-03-30,Delivered,1,6990.14,0.0,6990.14
5660,2415,2025-06-01,Returned,1,12041.56,0.05,12041.56
5661,5815,2026-03-09,Delivered,1,6707.52,0.1,6707.52
5662,7778,2025-05-03,Delivered,1,8151.75,0.1,8151.75
5663,3128,2026-01-13,Delivered,3,5317.49,0.1,15952.47
5664,1012,2025-01-09,Returned,1,6311.27,0.05,6311.27
5665,2772,2026-03-06,Delivered,1,6866.89,0.0,6866.89
5666,6417,2026-03-27,Delivered,1,429.6,0.2,429.6
5667,2888,2025-11-03,Returned,2,8199.9,0.0,16399.8
5668,9126,2025-10-21,Delivered,3,2338.04,0.2,7014.12
5669,1136,2025-09-08,Delivered,2,1304.95,0.1,2609.9
5670,4568,2025-11-19,Delivered,1,13963.4,0.0,13963.4
5671,9285,2025-11-05,Delivered,3,5334.9,0.1,16004.7
5672,7374,2025-09-25,Delivered,2,7996.32,0.15,15992.64
5673,602,2025-10-11,Cancelled,2,6905.02,0.0,13810.04
5674,2815,2025-03-09,Returned,3,1310.08,0.1,3930.24
5675,435,2025-09-11,Returned,1,10904.53,0.05,10904.53
5676,9584,2025-08-26,Returned,1,7092.28,0.15,7092.28
5677,7825,2026-05-03,Delivered,1,940.36,0.25,940.36
5678,2493,2025-06-10,Delivered,1,7800.41,0.0,7800.41
5679,4594,2026-06-12,Delivered,2,7950.05,0.0,15900.1
5680,4477,2026-05-02,Delivered,3,2209.78,0.0,6629.34
5681,8113,2026-03-03,Delivered,2,7107.02,0.25,14214.04
5682,1076,2026-01-18,Delivered,2,4581.44,0.05,9162.88
5683,5097,2025-06-22,Delivered,1,5568.9,0.1,5568.9
5684,7292,2025-03-30,Cancelled,2,3006.59,0.0,6013.18
5685,8988,2026-03-07,Delivered,1,2951.69,0.15,2951.69
5686,3498,2026-01-18,Returned,3,4666.03,0.2,13998.09
5687,3491,2026-03-30,Delivered,2,2435.56,0.1,4871.12
5688,6454,2025-10-26,Delivered,1,7092.75,0.1,7092.75
5689,5855,2026-05-05,Delivered,3,8443.91,0.15,25331.73
5690,9097,2025-02-14,Delivered,1,2632.2,0.1,2632.2
5691,2200,2025-03-01,Returned,3,7728.3,0.1,23184.9
5692,3879,2025-02-07,Delivered,2,3400.29,0.2,6800.58
5693,4484,2025-06-25,Returned,3,7507.23,0.15,22521.69
5694,5197,2025-03-22,Delivered,3,8647.11,0.0,25941.33
5695,1328,2025-01-23,Returned,1,5922.07,0.05,5922.07
5696,1559,2026-03-18,Cancelled,1,3276.09,0.0,3276.09
5697,4984,2025-03-27,Returned,2,6343.53,0.05,12687.06
5698,855,2026-03-29,Delivered,2,9752.18,0.05,19504.36
5699,4599,2025-12-17,Cancelled,2,5640.97,0.15,11281.94
5700,1621,2025-11-28,Returned,3,389.83,0.2,1169.49
5701,265,2025-03-05,Delivered,2,2269.32,0.05,4538.64
5702,4163,2025-01-09,Cancelled,1,7870.69,0.15,7870.69
5703,907,2025-03-18,Delivered,1,3160.6,0.25,3160.6
5704,6424,2025-06-22,Delivered,2,7495.89,0.05,14991.78
