campaign_id,date,spend,impressions,clicks,conversions
22,2025-02-06,4168.09,16378,691,49
22,2025-02-07,660.31,2595,109,8
22,2025-02-08,1665.9,6546,276,20
22,2025-02-09,12580.87,49436,2085,147
23,2025-01-12,4783.97,49076,767,100
23,2025-01-13,8322.83,85379,1334,175
23,2025-01-14,6240.66,64019,1000,131
23,2025-01-15,1053.25,10805,169,22
23,2025-01-16,863.0,8853,138,18
23,2025-01-17,150.69,1546,24,3
23,2025-01-18,3598.51,36915,577,75
23,2025-01-19,4537.51,46548,727,95
23,2025-01-20,19789.95,203014,3172,415
23,2025-01-21,114.75,1177,18,2
23,2025-01-22,1671.88,17151,268,35
23,2025-01-23,5127.56,52601,822,108
23,2025-01-24,3898.58,39993,625,82
23,2025-01-25,6745.41,69197,1081,141
23,2025-01-26,5239.93,53753,840,110
23,2025-01-27,11018.63,113034,1766,231
23,2025-01-28,1648.26,16909,264,35
23,2025-01-29,2145.19,22006,344,45
23,2025-01-30,5770.07,59192,925,121
23,2025-01-31,7811.3,80132,1252,164
23,2025-02-01,1939.09,19892,311,41
23,2025-02-02,3226.24,33096,517,68
23,2025-02-03,5432.43,55728,871,114
23,2025-02-04,516.77,5301,83,11
23,2025-02-05,2276.48,23353,365,48
23,2025-02-06,90.1,924,14,2
23,2025-02-07,11.95,123,2,0
23,2025-02-08,1520.73,15600,244,32
23,2025-02-09,1810.2,18570,290,38
23,2025-02-10,8179.72,83911,1311,172
24,2026-01-31,75.66,3404,116,11
24,2026-02-01,350.93,15791,537,51
24,2026-02-02,920.5,41421,1408,134
24,2026-02-03,3274.31,147336,5008,476
24,2026-02-04,635.18,28582,972,92
24,2026-02-05,63.63,2863,97,9
24,2026-02-06,498.81,22445,763,73
24,2026-02-07,3011.75,135522,4606,438
24,2026-02-08,291.42,13113,446,42
24,2026-02-09,1843.48,82953,2820,268
24,2026-02-10,1023.52,46056,1565,149
24,2026-02-11,383.31,17248,586,56
24,2026-02-12,709.01,31904,1084,103
24,2026-02-13,4013.76,180610,6139,584
24,2026-02-14,1552.69,69867,2375,226
24,2026-02-15,878.58,39534,1344,128
24,2026-02-16,1725.63,77650,2639,251
24,2026-02-17,900.42,40517,1377,131
24,2026-02-18,229.85,10343,352,33
24,2026-02-19,3295.71,148300,5041,479
24,2026-02-20,1681.11,75646,2571,245
24,2026-02-21,5226.81,235195,7994,760
24,2026-02-22,361.88,16284,553,53
24,2026-02-23,3679.94,165589,5628,535
24,2026-02-24,1323.21,59541,2024,192
24,2026-02-25,46.62,2098,71,7
24,2026-02-26,1676.86,75455,2565,244
24,2026-02-27,444.92,20020,681,65
24,2026-02-28,486.48,21891,744,71
24,2026-03-01,1850.38,83263,2830,269
25,2025-04-29,15136.25,66407,3334,298
25,2025-04-30,219.66,964,48,4
25,2025-05-01,7553.54,33139,1664,149
25,2025-05-02,3365.77,14767,741,66
25,2025-05-03,6166.04,27052,1358,121
25,2025-05-04,5108.29,22411,1125,101
25,2025-05-05,15.4,68,3,0
25,2025-05-06,384.63,1687,85,8
25,2025-05-07,3568.09,15654,786,70
25,2025-05-08,39.43,173,9,1
25,2025-05-09,1354.47,5942,298,27
25,2025-05-10,1907.3,8368,420,38
25,2025-05-11,1778.48,7803,392,35
25,2025-05-12,345.78,1517,76,7
25,2025-05-13,9807.36,43028,2160,193
25,2025-05-14,6997.46,30700,1541,138
25,2025-05-15,382.27,1677,84,8
25,2025-05-16,2338.27,10259,515,46
25,2025-05-17,1794.3,7872,395,35
25,2025-05-18,179.6,788,40,4
25,2025-05-19,12753.42,55953,2809,251
25,2025-05-20,948.71,4162,209,19
25,2025-05-21,1383.13,6068,305,27
25,2025-05-22,1408.98,6182,310,28
25,2025-05-23,8345.27,36613,1838,164
25,2025-05-24,1816.78,7971,400,36
25,2025-05-25,188.4,827,42,4
25,2025-05-26,129.81,570,29,3
25,2025-05-27,1874.62,8224,413,37
25,2025-05-28,3099.65,13599,683,61
26,2026-01-17,2529.65,4256,137,5
26,2026-01-18,1322.09,2224,72,3
26,2026-01-19,5366.58,9028,291,11
26,2026-01-20,2547.07,4285,138,5
26,2026-01-21,6356.07,10693,345,13
26,2026-01-22,555.08,934,30,1
26,2026-01-23,324.85,546,18,1
26,2026-01-24,3971.02,6680,215,8
26,2026-01-25,5965.42,10035,323,12
26,2026-01-26,2153.82,3623,117,4
26,2026-01-27,530.66,893,29,1
26,2026-01-28,2538.32,4270,138,5
26,2026-01-29,8990.02,15124,487,18
26,2026-01-30,2931.89,4932,159,6
26,2026-01-31,8481.09,14268,460,17
26,2026-02-01,296.09,498,16,1
26,2026-02-02,1027.6,1729,56,2
26,2026-02-03,660.24,1111,36,1
26,2026-02-04,5053.91,8502,274,10
26,2026-02-05,1770.08,2978,96,4
26,2026-02-06,1722.51,2898,93,3
26,2026-02-07,2795.23,4702,152,6
26,2026-02-08,30.36,51,2,0
26,2026-02-09,816.68,1374,44,2
26,2026-02-10,901.08,1516,49,2
26,2026-02-11,10805.29,18177,586,22
26,2026-02-12,3518.19,5919,191,7
26,2026-02-13,3948.08,6642,214,8
26,2026-02-14,17049.37,28682,924,34
26,2026-02-15,6554.37,11026,355,13
27,2025-01-23,5649.35,34670,2249,335
27,2025-01-24,13931.0,85495,5547,827
27,2025-01-25,3540.01,21725,1409,210
27,2025-01-26,7264.69,44584,2892,431
27,2025-01-27,5603.9,34391,2231,333
27,2025-01-28,6456.28,39622,2571,383
27,2025-01-29,1562.3,9588,622,93
27,2025-01-30,13622.87,83604,5424,808
27,2025-01-31,585.27,3592,233,35
27,2025-02-01,1829.13,11225,728,109
27,2025-02-02,3459.64,21232,1377,205
27,2025-02-03,14772.95,90662,5882,877
27,2025-02-04,4432.0,27199,1765,263
27,2025-02-05,5335.22,32742,2124,317
27,2025-02-06,8308.93,50992,3308,493
27,2025-02-07,1062.68,6522,423,63
27,2025-02-08,12506.93,76755,4980,742
27,2025-02-09,12850.55,78864,5116,763
27,2025-02-10,3570.43,21912,1422,212
27,2025-02-11,770.54,4729,307,46
27,2025-02-12,7307.49,44846,2909,434
27,2025-02-13,880.08,5401,350,52
27,2025-02-14,416.46,2556,166,25
27,2025-02-15,507.65,3115,202,30
27,2025-02-16,15462.7,94895,6156,918
27,2025-02-17,804.31,4936,320,48
27,2025-02-18,2838.93,17423,1130,168
27,2025-02-19,16147.03,99095,6429,958
27,2025-02-20,568.64,3490,226,34
27,2025-02-21,8925.44,54776,3554,530
28,2026-02-14,4393.07,50130,1227,78
28,2026-02-15,4699.29,53624,1312,83
28,2026-02-16,914.41,10435,255,16
28,2026-02-17,2749.56,31376,768,49
28,2026-02-18,5262.01,60046,1470,93
28,2026-02-19,591.39,6748,165,10
28,2026-02-20,1267.11,14459,354,22
28,2026-02-21,4407.13,50290,1231,78
28,2026-02-22,5533.24,63141,1545,98
28,2026-02-23,5604.27,63951,1565,99
28,2026-02-24,7459.79,85125,2083,132
28,2026-02-25,3177.42,36258,887,56
28,2026-02-26,5478.85,62520,1530,97
28,2026-02-27,218.85,2497,61,4
28,2026-02-28,14081.45,160686,3933,249
28,2026-03-01,546.92,6241,153,10
28,2026-03-02,15683.51,178967,4380,277
28,2026-03-03,3531.25,40296,986,62
28,2026-03-04,10926.56,124685,3052,193
28,2026-03-05,487.19,5559,136,9
28,2026-03-06,4985.8,56894,1392,88
28,2026-03-07,3866.13,44117,1080,68
28,2026-03-08,3343.58,38154,934,59
28,2026-03-09,7006.54,79953,1957,124
28,2026-03-10,1581.54,18047,442,28
28,2026-03-11,105.31,1202,29,2
28,2026-03-12,295.5,3372,83,5
28,2026-03-13,7779.87,88777,2173,137
28,2026-03-14,6117.6,69809,1709,108
28,2026-03-15,838.23,9565,234,15
29,2025-07-29,4798.77,146988,5631,432
29,2025-07-30,434.16,13298,509,39
29,2025-07-31,4555.59,139539,5345,410
29,2025-08-01,1825.27,55909,2142,164
29,2025-08-02,1023.72,31357,1201,92
29,2025-08-03,324.6,9943,381,29
29,2025-08-04,2959.73,90658,3473,266
29,2025-08-05,1195.97,36633,1403,108
29,2025-08-06,558.43,17105,655,50
29,2025-08-07,899.72,27559,1056,81
29,2025-08-08,2182.0,66835,2560,196
29,2025-08-09,2810.66,86092,3298,253
29,2025-08-10,127.16,3895,149,11
29,2025-08-11,892.99,27353,1048,80
29,2025-08-12,2243.21,68710,2632,202
29,2025-08-13,1844.69,56503,2164,166
29,2025-08-14,1492.69,45721,1751,134
29,2025-08-15,769.93,23583,903,69
29,2025-08-16,2061.4,63142,2419,185
29,2025-08-17,660.11,20219,775,59
29,2025-08-18,1139.41,34901,1337,103
29,2025-08-19,3456.41,105871,4056,311
29,2025-08-20,32.31,990,38,3
29,2025-08-21,2956.08,90546,3469,266
29,2025-08-22,1297.26,39736,1522,117
29,2025-08-23,1139.58,34906,1337,103
29,2025-08-24,1391.53,42623,1633,125
29,2025-08-25,78.88,2416,93,7
29,2025-08-26,2947.28,90276,3458,265
29,2025-08-27,1858.29,56920,2180,167
30,2026-02-25,5902.77,71227,3399,237
30,2026-02-26,12669.35,152877,7295,508
30,2026-02-27,18919.46,228295,10894,759
30,2026-02-28,4867.92,58740,2803,195
30,2026-03-01,8627.8,104109,4968,346
30,2026-03-02,12352.2,149050,7112,495
30,2026-03-03,6115.21,73790,3521,245
30,2026-03-04,211.1,2547,122,8
30,2026-03-05,3114.94,37587,1794,125
30,2026-03-06,23666.4,285575,13627,949
30,2026-03-07,2942.93,35511,1695,118
30,2026-03-08,4215.96,50873,2428,169
30,2026-03-09,2991.53,36098,1723,120
30,2026-03-10,8081.2,97513,4653,324
30,2026-03-11,1010.75,12196,582,41
30,2026-03-12,5232.15,63135,3013,210
30,2026-03-13,5147.49,62113,2964,206
30,2026-03-14,659.34,7956,380,26
30,2026-03-15,9006.6,108680,5186,361
30,2026-03-16,8611.68,103914,4959,345
30,2026-03-17,8646.76,104338,4979,347
30,2026-03-18,4634.03,55917,2668,186
30,2026-03-19,4454.44,53750,2565,179
30,2026-03-20,6590.5,79525,3795,264
30,2026-03-21,1762.26,21265,1015,71
30,2026-03-22,324.4,3914,187,13
30,2026-03-23,1063.61,12834,612,43
30,2026-03-24,1127.04,13600,649,45
30,2026-03-25,17210.71,207676,9910,690
30,2026-03-26,7733.39,93316,4453,310
31,2026-03-04,5471.56,18252,749,52
31,2026-03-05,21431.88,71493,2934,203
31,2026-03-06,4489.51,14976,615,43
31,2026-03-07,10306.38,34380,1411,98
31,2026-03-08,315.24,1052,43,3
31,2026-03-09,6750.12,22517,924,64
31,2026-03-10,3121.84,10414,427,30
31,2026-03-11,5046.73,16835,691,48
31,2026-03-12,8967.17,29913,1228,85
31,2026-03-13,1546.82,5160,212,15
31,2026-03-14,10874.74,36276,1489,103
31,2026-03-15,1987.72,6631,272,19
31,2026-03-16,7188.32,23979,984,68
31,2026-03-17,11644.03,38842,1594,111
31,2026-03-18,1877.88,6264,257,18
31,2026-03-19,10407.69,34718,1425,99
31,2026-03-20,1850.72,6174,253,18
31,2026-03-21,8635.68,28807,1182,82
31,2026-03-22,197.8,660,27,2
31,2026-03-23,21713.41,72432,2972,206
31,2026-03-24,11909.43,39728,1630,113
31,2026-03-25,7653.22,25530,1048,73
31,2026-03-26,5353.54,17858,733,51
31,2026-03-27,6694.63,22332,916,64
31,2026-03-28,2496.08,8326,342,24
31,2026-03-29,1198.98,4000,164,11
31,2026-03-30,25381.29,84668,3474,241
31,2026-03-31,10136.52,33814,1388,96
31,2026-04-01,2022.76,6748,277,19
31,2026-04-02,7392.08,24659,1012,70
32,2025-10-21,8165.97,91903,1293,137
32,2025-10-22,2490.14,28025,394,42
32,2025-10-23,933.5,10506,148,16
32,2025-10-24,2985.07,33595,473,50
32,2025-10-25,198.45,2233,31,3
32,2025-10-26,13250.57,149128,2098,222
32,2025-10-27,10035.83,112948,1589,168
32,2025-10-28,8531.89,96022,1351,143
32,2025-10-29,16823.37,189338,2664,282
32,2025-10-30,1285.55,14468,204,22
32,2025-10-31,1832.62,20625,290,31
32,2025-11-01,12491.69,140587,1978,209
32,2025-11-02,1176.01,13235,186,20
32,2025-11-03,1539.01,17321,244,26
32,2025-11-04,1858.23,20913,294,31
32,2025-11-05,11377.77,128051,1802,191
32,2025-11-06,3096.13,34845,490,52
32,2025-11-07,229.25,2580,36,4
32,2025-11-08,8397.01,94504,1330,141
32,2025-11-09,6100.78,68661,966,102
32,2025-11-10,4671.98,52580,740,78
32,2025-11-11,15328.22,172511,2427,257
32,2025-11-12,90.71,1021,14,2
32,2025-11-13,1015.31,11427,161,17
32,2025-11-14,12528.68,141003,1984,210
32,2025-11-15,8757.44,98560,1387,147
32,2025-11-16,1946.24,21904,308,33
32,2025-11-17,2140.1,24086,339,36
32,2025-11-18,128.05,1441,20,2
32,2025-11-19,2639.27,29704,418,44
33,2026-05-18,1190.29,18898,741,81
33,2026-05-19,1574.04,24991,980,107
33,2026-05-20,972.88,15446,606,66
33,2026-05-21,2787.49,44256,1736,190
33,2026-05-22,2207.46,35047,1375,151
33,2026-05-23,93.36,1482,58,6
33,2026-05-24,1532.68,24334,954,105
33,2026-05-25,1268.14,20134,790,87
33,2026-05-26,1176.84,18684,733,80
33,2026-05-27,1085.22,17230,676,74
33,2026-05-28,338.4,5373,211,23
33,2026-05-29,2621.75,41625,1633,179
33,2026-05-30,2061.7,32733,1284,141
33,2026-05-31,167.7,2663,104,11
33,2026-06-01,597.24,9482,372,41
33,2026-06-02,1663.42,26410,1036,114
33,2026-06-03,1386.63,22015,864,95
33,2026-06-04,183.53,2914,114,13
33,2026-06-05,150.16,2384,94,10
33,2026-06-06,738.29,11722,460,50
33,2026-06-07,1348.76,21414,840,92
33,2026-06-08,201.24,3195,125,14
33,2026-06-09,918.8,14588,572,63
33,2026-06-10,110.54,1755,69,8
33,2026-06-11,757.36,12024,472,52
33,2026-06-12,2474.58,39288,1541,169
33,2026-06-13,1500.23,23819,934,102
33,2026-06-14,551.7,8759,344,38
33,2026-06-15,3318.2,52682,2066,226
33,2026-06-16,2759.59,43813,1718,188
34,2026-05-03,583.37,14401,910,96
34,2026-05-04,3512.35,86706,5482,580
34,2026-05-05,297.11,7335,464,49
34,2026-05-06,103.05,2544,161,17
34,2026-05-07,1574.5,38868,2457,260
34,2026-05-08,2554.4,63058,3987,422
34,2026-05-09,1211.86,29916,1891,200
34,2026-05-10,497.34,12278,776,82
34,2026-05-11,30.18,745,47,5
34,2026-05-12,1607.98,39695,2510,266
34,2026-05-13,911.58,22503,1423,151
34,2026-05-14,1816.3,44837,2835,300
34,2026-05-15,254.3,6278,397,42
34,2026-05-16,414.62,10235,647,68
34,2026-05-17,147.95,3652,231,24
34,2026-05-18,8236.47,203326,12854,1360
34,2026-05-19,7372.96,182010,11507,1217
34,2026-05-20,1310.31,32346,2045,216
34,2026-05-21,767.77,18953,1198,127
34,2026-05-22,2539.99,62703,3964,419
34,2026-05-23,584.31,14424,912,96
34,2026-05-24,4136.14,102105,6455,683
34,2026-05-25,1099.09,27132,1715,181
34,2026-05-26,1813.67,44772,2831,299
34,2026-05-27,440.56,10876,688,73
34,2026-05-28,327.19,8077,511,54
34,2026-05-29,4243.2,104748,6622,701
34,2026-05-30,33.65,831,53,6
34,2026-05-31,221.94,5479,346,37
34,2026-06-01,258.8,6389,404,43
35,2025-12-27,6443.98,31685,1063,36
35,2025-12-28,1273.76,6263,210,7
35,2025-12-29,10128.7,49802,1671,57
35,2025-12-30,6904.57,33949,1139,39
35,2025-12-31,16499.88,81129,2722,93
35,2026-01-01,1987.97,9775,328,11
35,2026-01-02,292.68,1439,48,2
35,2026-01-03,13236.74,65084,2184,75
35,2026-01-04,1053.7,5181,174,6
35,2026-01-05,3717.86,18281,613,21
35,2026-01-06,4372.56,21500,721,25
35,2026-01-07,27028.91,132900,4459,153
35,2026-01-08,18211.43,89545,3004,103
35,2026-01-09,13369.7,65738,2206,76
35,2026-01-10,17270.95,84920,2849,98
35,2026-01-11,12663.01,62263,2089,72
35,2026-01-12,1293.33,6359,213,7
35,2026-01-13,4309.07,21188,711,24
35,2026-01-14,26781.06,131681,4418,151
35,2026-01-15,25390.02,124842,4189,143
35,2026-01-16,1244.84,6121,205,7
35,2026-01-17,528.38,2598,87,3
35,2026-01-18,6070.49,29848,1001,34
35,2026-01-19,1524.09,7494,251,9
35,2026-01-20,32986.54,162193,5442,186
35,2026-01-21,10767.79,52945,1776,61
35,2026-01-22,11722.13,57637,1934,66
35,2026-01-23,1014.1,4986,167,6
35,2026-01-24,914.48,4496,151,5
35,2026-01-25,5498.15,27034,907,31
36,2025-09-11,3934.56,62457,1134,177
36,2025-09-12,1512.55,24010,436,68
36,2025-09-13,188.26,2988,54,8
36,2025-09-14,260.35,4133,75,12
36,2025-09-15,644.88,10237,186,29
36,2025-09-16,2800.55,44456,807,126
36,2025-09-17,5661.8,89876,1632,254
36,2025-09-18,1543.81,24506,445,69
36,2025-09-19,1673.69,26568,482,75
36,2025-09-20,753.53,11962,217,34
36,2025-09-21,1021.41,16214,294,46
36,2025-09-22,612.06,9716,176,27
36,2025-09-23,6658.85,105703,1919,299
36,2025-09-24,187.97,2984,54,8
36,2025-09-25,513.84,8157,148,23
36,2025-09-26,3696.94,58685,1066,166
36,2025-09-27,371.74,5901,107,17
36,2025-09-28,1192.64,18932,344,54
36,2025-09-29,961.5,15263,277,43
36,2025-09-30,7516.64,119319,2166,338
36,2025-10-01,345.64,5487,100,16
36,2025-10-02,1858.28,29498,536,83
36,2025-10-03,2285.68,36283,659,103
36,2025-10-04,1707.19,27100,492,77
36,2025-10-05,14342.36,227671,4134,644
36,2025-10-06,1716.05,27241,495,77
36,2025-10-07,1825.62,28980,526,82
36,2025-10-08,1188.54,18867,343,53
36,2025-10-09,1913.0,30367,551,86
36,2025-10-10,4132.38,65598,1191,186
37,2026-04-22,6166.97,32762,430,52
37,2026-04-23,179.62,954,13,2
37,2026-04-24,2811.22,14935,196,24
37,2026-04-25,788.27,4188,55,7
37,2026-04-26,12342.4,65570,861,104
37,2026-04-27,223.21,1186,16,2
37,2026-04-28,1666.02,8851,116,14
37,2026-04-29,3154.44,16758,220,27
37,2026-04-30,1541.89,8191,108,13
37,2026-05-01,2296.98,12203,160,19
37,2026-05-02,5740.34,30496,400,49
37,2026-05-03,4263.65,22651,297,36
37,2026-05-04,1629.77,8658,114,14
37,2026-05-05,4319.8,22949,301,37
37,2026-05-06,16248.78,86323,1133,138
37,2026-05-07,2109.62,11208,147,18
37,2026-05-08,1020.59,5422,71,9
37,2026-05-09,4345.12,23084,303,37
37,2026-05-10,3570.11,18966,249,30
37,2026-05-11,2195.0,11661,153,19
37,2026-05-12,1593.36,8465,111,13
37,2026-05-13,471.51,2505,33,4
37,2026-05-14,1880.66,9991,131,16
37,2026-05-15,2960.1,15726,206,25
37,2026-05-16,706.45,3753,49,6
37,2026-05-17,5408.87,28735,377,46
37,2026-05-18,1975.22,10493,138,17
37,2026-05-19,2032.61,10798,142,17
37,2026-05-20,1517.58,8062,106,13
37,2026-05-21,10938.32,58111,763,93
38,2026-05-15,22844.54,64238,2174,313
38,2026-05-16,9019.12,25361,858,124
38,2026-05-17,3082.77,8669,293,42
38,2026-05-18,457.97,1288,44,6
38,2026-05-19,666.23,1873,63,9
38,2026-05-20,4301.49,12096,409,59
38,2026-05-21,6801.17,19125,647,93
38,2026-05-22,11044.72,31057,1051,152
38,2026-05-23,7368.58,20720,701,101
38,2026-05-24,2898.26,8150,276,40
38,2026-05-25,343.12,965,33,5
38,2026-05-26,5514.22,15506,525,76
38,2026-05-27,3341.56,9396,318,46
38,2026-05-28,949.83,2671,90,13
38,2026-05-29,2081.01,5852,198,29
38,2026-05-30,21645.21,60866,2060,297
38,2026-05-31,8619.78,24239,820,118
38,2026-06-01,5426.26,15258,516,74
38,2026-06-02,7639.84,21483,727,105
38,2026-06-03,14934.68,41996,1422,205
38,2026-06-04,3206.59,9017,305,44
38,2026-06-05,4627.42,13012,440,63
38,2026-06-06,8080.12,22721,769,111
38,2026-06-07,37776.7,106227,3596,518
38,2026-06-08,2196.16,6176,209,30
38,2026-06-09,614.86,1729,59,8
38,2026-06-10,10193.75,28664,970,140
38,2026-06-11,300.1,844,29,4
38,2026-06-12,3593.05,10104,342,49
38,2026-06-13,2934.71,8252,279,40
39,2025-07-30,1505.1,13731,300,14
39,2025-07-31,7501.24,68434,1493,70
39,2025-08-01,5596.4,51056,1114,52
39,2025-08-02,7516.68,68575,1496,70
39,2025-08-03,8387.85,76522,1670,78
39,2025-08-04,19983.17,182306,3978,185
39,2025-08-05,15576.4,142103,3101,144
39,2025-08-06,2818.02,25709,561,26
39,2025-08-07,5562.22,50744,1107,52
39,2025-08-08,3067.31,27983,611,28
39,2025-08-09,23744.08,216617,4727,220
39,2025-08-10,7485.56,68291,1490,69
39,2025-08-11,3979.36,36304,792,37
39,2025-08-12,5480.66,50000,1091,51
39,2025-08-13,1597.99,14578,318,15
39,2025-08-14,1352.62,12340,269,13
39,2025-08-15,16202.72,147817,3225,150
39,2025-08-16,22703.15,207121,4520,210
39,2025-08-17,76.3,696,15,1
39,2025-08-18,3385.87,30889,674,31
39,2025-08-19,27066.51,246928,5388,251
39,2025-08-20,7011.82,63969,1396,65
39,2025-08-21,16145.03,147291,3214,150
39,2025-08-22,1411.54,12877,281,13
39,2025-08-23,7846.16,71580,1562,73
39,2025-08-24,5414.1,49393,1078,50
39,2025-08-25,2891.06,26375,576,27
39,2025-08-26,2910.68,26554,579,27
39,2025-08-27,2794.41,25493,556,26
39,2025-08-28,4699.99,42878,936,44
40,2025-06-17,10796.65,93559,5262,794
40,2025-06-18,7013.1,60772,3418,515
40,2025-06-19,24553.76,212772,11966,1805
40,2025-06-20,2086.4,18080,1017,153
40,2025-06-21,9459.98,81976,4610,695
40,2025-06-22,12133.98,105148,5913,892
40,2025-06-23,8569.56,74260,4176,630
40,2025-06-24,12519.18,108485,6101,920
40,2025-06-25,12993.36,112595,6332,955
40,2025-06-26,8192.52,70993,3993,602
40,2025-06-27,8249.97,71490,4021,606
40,2025-06-28,8719.35,75558,4249,641
40,2025-06-29,2502.35,21684,1219,184
40,2025-06-30,6450.62,55898,3144,474
40,2025-07-01,706.17,6119,344,52
40,2025-07-02,8036.33,69639,3916,591
40,2025-07-03,19617.01,169992,9560,1442
40,2025-07-04,2419.07,20963,1179,178
40,2025-07-05,15526.02,134541,7566,1141
40,2025-07-06,16645.21,144240,8112,1223
40,2025-07-07,6360.93,55121,3100,468
40,2025-07-08,1515.39,13132,739,111
40,2025-07-09,8158.24,70696,3976,600
40,2025-07-10,6428.76,55709,3133,473
40,2025-07-11,8347.7,72337,4068,614
40,2025-07-12,7592.41,65792,3700,558
40,2025-07-13,17407.44,150845,8483,1280
40,2025-07-14,7891.14,68381,3846,580
40,2025-07-15,5624.87,48743,2741,413
40,2025-07-16,8567.83,74245,4175,630
41,2025-06-05,1574.04,3909,244,30
41,2025-06-06,2336.87,5803,363,44
41,2025-06-07,1318.79,3275,205,25
41,2025-06-08,17600.49,43710,2730,334
41,2025-06-09,263.48,654,41,5
41,2025-06-10,275.19,683,43,5
41,2025-06-11,397.38,987,62,8
41,2025-06-12,1880.51,4670,292,36
41,2025-06-13,2390.77,5937,371,45
41,2025-06-14,8654.46,21493,1343,164
41,2025-06-15,11703.94,29066,1816,222
41,2025-06-16,455.35,1131,71,9
41,2025-06-17,4191.12,10408,650,80
41,2025-06-18,10545.29,26189,1636,200
41,2025-06-19,76.77,191,12,1
41,2025-06-20,4701.58,11676,729,89
41,2025-06-21,9668.26,24011,1500,184
41,2025-06-22,3721.07,9241,577,71
41,2025-06-23,642.2,1595,100,12
41,2025-06-24,1069.1,2655,166,20
41,2025-06-25,9660.31,23991,1499,183
41,2025-06-26,2193.12,5446,340,42
41,2025-06-27,511.05,1269,79,10
41,2025-06-28,549.39,1364,85,10
41,2025-06-29,2574.42,6393,399,49
41,2025-06-30,483.93,1202,75,9
41,2025-07-01,2214.29,5499,344,42
41,2025-07-02,2029.27,5040,315,39
41,2025-07-03,14584.04,36219,2263,277
41,2025-07-04,12385.56,30759,1921,235
42,2026-04-27,7846.07,18345,1135,105
42,2026-04-28,14971.04,35004,2165,200
42,2026-04-29,1589.62,3717,230,21
42,2026-04-30,20473.05,47868,2960,274
42,2026-05-01,6318.15,14772,914,85
42,2026-05-02,4969.02,11618,719,67
42,2026-05-03,24065.87,56268,3480,322
42,2026-05-04,6513.06,15228,942,87
42,2026-05-05,12510.45,29250,1809,168
42,2026-05-06,10867.15,25408,1571,146
42,2026-05-07,15626.94,36537,2260,209
42,2026-05-08,20136.88,47082,2912,270
42,2026-05-09,1827.12,4272,264,24
42,2026-05-10,1319.33,3085,191,18
42,2026-05-11,37974.63,88788,5491,508
42,2026-05-12,2245.03,5249,325,30
42,2026-05-13,9685.65,22646,1401,130
42,2026-05-14,9433.04,22055,1364,126
42,2026-05-15,10520.94,24599,1521,141
42,2026-05-16,5001.28,11693,723,67
42,2026-05-17,8121.96,18990,1174,109
42,2026-05-18,1616.41,3779,234,22
42,2026-05-19,5379.99,12579,778,72
42,2026-05-20,4813.83,11255,696,64
42,2026-05-21,1677.69,3923,243,22
42,2026-05-22,10510.17,24574,1520,141
42,2026-05-23,16362.23,38256,2366,219
42,2026-05-24,14530.55,33974,2101,195
42,2026-05-25,844.46,1974,122,11
42,2026-05-26,10090.13,23592,1459,135
43,2025-03-21,954.51,48035,1530,43
43,2025-03-22,275.39,13859,441,12
43,2025-03-23,1450.69,73005,2325,65
43,2025-03-24,1508.01,75890,2417,68
43,2025-03-25,872.26,43896,1398,39
43,2025-03-26,1252.35,63024,2007,56
43,2025-03-27,582.73,29325,934,26
43,2025-03-28,549.03,27630,880,25
43,2025-03-29,1761.1,88626,2823,79
43,2025-03-30,1431.36,72032,2294,64
43,2025-03-31,305.8,15389,490,14
43,2025-04-01,1190.35,59904,1908,54
43,2025-04-02,459.51,23125,737,21
43,2025-04-03,123.91,6236,199,6
43,2025-04-04,1692.91,85195,2713,76
43,2025-04-05,1987.09,99999,3185,90
43,2025-04-06,654.77,32951,1049,30
43,2025-04-07,2283.88,114935,3661,103
43,2025-04-08,5248.72,264139,8413,237
43,2025-04-09,1037.28,52200,1663,47
43,2025-04-10,3095.78,155793,4962,139
43,2025-04-11,3231.41,162619,5179,146
43,2025-04-12,644.21,32420,1033,29
43,2025-04-13,2591.69,130425,4154,117
43,2025-04-14,173.65,8739,278,8
43,2025-04-15,377.12,18978,604,17
43,2025-04-16,356.22,17927,571,16
43,2025-04-17,2499.57,125789,4006,113
43,2025-04-18,8234.23,414383,13198,371
43,2025-04-19,2263.83,113926,3629,102
44,2025-01-02,9245.4,15606,563,33
44,2025-01-03,6475.09,10929,395,23
44,2025-01-04,19121.31,32275,1165,69
44,2025-01-05,4436.47,7488,270,16
44,2025-01-06,7220.19,12187,440,26
44,2025-01-07,2876.42,4855,175,10
44,2025-01-08,451.42,762,28,2
44,2025-01-09,10461.96,17659,638,38
44,2025-01-10,13118.25,22143,799,47
44,2025-01-11,2979.59,5029,182,11
44,2025-01-12,2336.06,3943,142,8
44,2025-01-13,5649.0,9535,344,20
44,2025-01-14,7938.38,13399,484,29
44,2025-01-15,72714.17,122736,4431,262
44,2025-01-16,13545.59,22864,825,49
44,2025-01-17,8671.62,14637,528,31
44,2025-01-18,6805.16,11487,415,25
44,2025-01-19,2901.45,4897,177,10
44,2025-01-20,577.5,975,35,2
44,2025-01-21,8606.63,14527,524,31
44,2025-01-22,10332.7,17441,630,37
44,2025-01-23,2329.66,3932,142,8
44,2025-01-24,3446.45,5817,210,12
44,2025-01-25,1250.2,2110,76,5
44,2025-01-26,3282.0,5540,200,12
44,2025-01-27,5758.52,9720,351,21
