order_id,product_id,quantity,unit_price,discount_pct,revenue,cost,gross_profit
4909,79,1,4796.55,0.1,4796.55,4166.02,630.53
4910,83,3,6077.88,0.25,18233.64,16928.67,1304.97
4911,6,3,2824.54,0.15,8473.62,6791.19,1682.43
4912,38,1,7726.45,0.05,7726.45,5926.25,1800.2
4913,35,1,8410.06,0.1,8410.06,5273.97,3136.09
4914,87,1,5596.79,0.15,5596.79,4936.17,660.62
4915,77,2,9610.92,0.1,19221.84,10535.68,8686.16
4916,67,1,8881.87,0.15,8881.87,5669.55,3212.32
4917,48,2,5590.26,0.0,11180.52,8273.9,2906.62
4918,8,1,7839.37,0.0,7839.37,5820.49,2018.88
4919,75,2,2108.17,0.0,4216.34,2181.22,2035.12
4920,65,2,1170.04,0.1,2340.08,2076.08,264.0
4921,29,1,5986.27,0.2,5986.27,4398.44,1587.83
4922,34,1,7317.78,0.1,7317.78,3851.44,3466.34
4923,67,3,10731.39,0.0,32194.17,17008.65,15185.52
4924,5,2,4390.37,0.05,8780.74,6244.14,2536.6
4925,79,1,6643.7,0.15,6643.7,4166.02,2477.68
4926,60,3,11791.03,0.0,35373.09,16704.63,18668.46
4927,20,2,5898.74,0.0,11797.48,9045.94,2751.54
4928,54,3,1097.26,0.15,3291.78,2339.64,952.14
4929,19,2,4222.38,0.0,8444.76,4737.68,3707.08
4930,30,1,4483.27,0.0,4483.27,2729.81,1753.46
4931,5,1,3903.58,0.05,3903.58,3122.07,781.51
4932,84,3,288.04,0.2,864.12,774.03,90.09
4933,39,3,1334.39,0.0,4003.17,2069.64,1933.53
4934,69,3,7377.94,0.05,22133.82,16929.99,5203.83
4935,2,1,7700.96,0.2,7700.96,5444.95,2256.01
4936,87,1,9861.3,0.05,9861.3,4936.17,4925.13
4937,53,2,12747.87,0.1,25495.74,13943.96,11551.78
4938,17,1,5559.96,0.0,5559.96,2965.38,2594.58
4939,28,3,1628.98,0.05,4886.94,3887.7,999.24
4940,41,1,8949.87,0.05,8949.87,6241.31,2708.56
4941,99,1,10627.48,0.05,10627.48,6074.75,4552.73
4942,91,2,4896.42,0.15,9792.84,7878.28,1914.56
4943,88,2,5517.69,0.05,11035.38,6411.66,4623.72
4944,19,3,3468.72,0.1,10406.16,7106.52,3299.64
4945,55,1,1163.1,0.1,1163.1,761.09,402.01
4946,4,2,6637.14,0.05,13274.28,10260.5,3013.78
4947,90,1,12842.04,0.0,12842.04,6151.25,6690.79
4948,6,1,4749.26,0.0,4749.26,2263.73,2485.53
4949,97,2,11417.18,0.1,22834.36,13588.68,9245.68
4950,19,2,3508.1,0.1,7016.2,4737.68,2278.52
4951,61,1,3366.51,0.0,3366.51,1821.68,1544.83
4952,82,3,4223.84,0.15,12671.52,8107.68,4563.84
4953,36,2,3008.82,0.15,6017.64,4047.64,1970.0
4954,30,1,3260.54,0.25,3260.54,2729.81,530.73
4955,89,2,768.2,0.0,1536.4,773.98,762.42
4956,68,1,4673.75,0.1,4673.75,2577.34,2096.41
4957,27,3,8257.4,0.0,24772.2,17298.15,7474.05
4958,1,3,10367.98,0.05,31103.94,20082.09,11021.85
4959,33,3,744.3,0.05,2232.9,1847.16,385.74
4960,26,2,8560.96,0.0,17121.92,9665.88,7456.04
4961,65,1,1710.36,0.0,1710.36,1038.04,672.32
4962,40,2,7403.63,0.05,14807.26,8303.3,6503.96
4963,4,1,4843.63,0.25,4843.63,5130.25,-286.62
4964,66,1,1900.47,0.0,1900.47,1320.87,579.6
4965,12,1,7915.26,0.2,7915.26,5097.89,2817.37
4966,13,2,7921.89,0.0,15843.78,9910.42,5933.36
4967,56,1,8670.39,0.1,8670.39,5564.47,3105.92
4968,32,1,6763.01,0.0,6763.01,4165.58,2597.43
4969,14,3,1995.29,0.2,5985.87,5761.14,224.73
4970,65,1,1345.61,0.0,1345.61,1038.04,307.57
4971,86,2,3255.95,0.1,6511.9,3413.38,3098.52
4972,16,3,1518.44,0.0,4555.32,3463.77,1091.55
4973,88,1,4617.81,0.25,4617.81,3205.83,1411.98
4974,7,2,5018.74,0.0,10037.48,7249.82,2787.66
4975,52,2,1740.44,0.1,3480.88,2614.44,866.44
4976,73,1,2915.09,0.2,2915.09,2453.1,461.99
4977,10,1,6299.93,0.15,6299.93,4335.65,1964.28
4978,94,2,5341.07,0.25,10682.14,7195.2,3486.94
4979,29,2,7592.0,0.05,15184.0,8796.88,6387.12
4980,78,3,3184.95,0.1,9554.85,6561.21,2993.64
4981,59,2,9586.03,0.0,19172.06,13021.24,6150.82
4982,37,1,7660.31,0.0,7660.31,4668.05,2992.26
4983,6,3,4859.71,0.0,14579.13,6791.19,7787.94
4984,88,3,4118.84,0.15,12356.52,9617.49,2739.03
4985,36,1,2528.79,0.1,2528.79,2023.82,504.97
4986,51,2,7510.53,0.0,15021.06,8479.7,6541.36
4987,18,1,5815.92,0.2,5815.92,5398.55,417.37
4988,41,1,9322.76,0.1,9322.76,6241.31,3081.45
4989,58,3,3014.51,0.2,9043.53,8952.78,90.75
4990,99,2,7029.7,0.1,14059.4,12149.5,1909.9
4991,88,3,3432.83,0.15,10298.49,9617.49,681.0
4992,95,1,558.11,0.2,558.11,485.9,72.21
4993,90,2,9000.63,0.15,18001.26,12302.5,5698.76
4994,26,1,5895.18,0.1,5895.18,4832.94,1062.24
4995,10,1,7839.27,0.1,7839.27,4335.65,3503.62
4996,46,3,8702.98,0.1,26108.94,16816.26,9292.68
4997,10,2,5234.18,0.2,10468.36,8671.3,1797.06
4998,68,1,3321.99,0.0,3321.99,2577.34,744.65
4999,73,2,3888.69,0.05,7777.38,4906.2,2871.18
5000,75,1,1034.8,0.25,1034.8,1090.61,-55.81
5001,1,1,11671.97,0.05,11671.97,6694.03,4977.94
5002,1,1,13520.16,0.0,13520.16,6694.03,6826.13
5003,50,3,992.84,0.05,2978.52,2334.54,643.98
5004,42,3,1429.8,0.05,4289.4,3309.99,979.41
5005,66,1,2359.65,0.0,2359.65,1320.87,1038.78
5006,72,1,5541.78,0.1,5541.78,3659.48,1882.3
5007,39,1,970.24,0.1,970.24,689.88,280.36
5008,81,1,3945.14,0.05,3945.14,3100.56,844.58
5009,43,3,3157.57,0.15,9472.71,6202.26,3270.45
5010,69,3,7055.64,0.1,21166.92,16929.99,4236.93
5011,45,3,6019.58,0.15,18058.74,12599.97,5458.77
5012,8,2,8690.58,0.15,17381.16,11640.98,5740.18
5013,30,3,5163.88,0.05,15491.64,8189.43,7302.21
5014,97,1,13982.15,0.0,13982.15,6794.34,7187.81
5015,43,1,3518.97,0.1,3518.97,2067.42,1451.55
5016,59,3,11553.78,0.15,34661.34,19531.86,15129.48
5017,81,2,5013.33,0.2,10026.66,6201.12,3825.54
5018,55,1,1126.62,0.0,1126.62,761.09,365.53
5019,84,1,453.84,0.05,453.84,258.01,195.83
5020,14,3,3806.22,0.05,11418.66,5761.14,5657.52
5021,60,2,11837.92,0.0,23675.84,11136.42,12539.42
5022,40,2,6188.32,0.05,12376.64,8303.3,4073.34
5023,31,2,7176.4,0.0,14352.8,10577.84,3774.96
5024,39,1,1100.57,0.05,1100.57,689.88,410.69
5025,41,2,10811.12,0.15,21622.24,12482.62,9139.62
5026,42,1,1876.47,0.05,1876.47,1103.33,773.14
5027,71,2,7584.16,0.0,15168.32,8592.34,6575.98
5028,89,3,451.3,0.1,1353.9,1160.97,192.93
5029,48,1,6386.24,0.1,6386.24,4136.95,2249.29
5030,57,3,1708.14,0.0,5124.42,2798.61,2325.81
5031,13,1,6607.15,0.15,6607.15,4955.21,1651.94
5032,43,1,2605.52,0.25,2605.52,2067.42,538.1
5033,67,1,6900.91,0.1,6900.91,5669.55,1231.36
5034,80,2,11794.37,0.0,23588.74,12679.28,10909.46
5035,10,2,7606.11,0.15,15212.22,8671.3,6540.92
5036,54,1,1033.09,0.2,1033.09,779.88,253.21
5037,99,1,9800.56,0.0,9800.56,6074.75,3725.81
5038,43,3,2622.77,0.1,7868.31,6202.26,1666.05
5039,33,2,689.71,0.25,1379.42,1231.44,147.98
5040,71,1,8018.68,0.1,8018.68,4296.17,3722.51
5041,16,2,2066.63,0.15,4133.26,2309.18,1824.08
5042,62,1,3797.5,0.0,3797.5,1944.45,1853.05
5043,60,1,7234.8,0.15,7234.8,5568.21,1666.59
5044,39,2,958.01,0.1,1916.02,1379.76,536.26
5045,76,1,10060.86,0.0,10060.86,6031.16,4029.7
5046,27,2,10647.49,0.0,21294.98,11532.1,9762.88
5047,72,2,5668.32,0.15,11336.64,7318.96,4017.68
5048,54,2,1346.46,0.0,2692.92,1559.76,1133.16
5049,27,3,6379.74,0.15,19139.22,17298.15,1841.07
5050,98,2,2246.59,0.1,4493.18,3496.72,996.46
5051,55,2,1453.79,0.1,2907.58,1522.18,1385.4
5052,72,2,6822.92,0.1,13645.84,7318.96,6326.88
5053,70,2,2777.96,0.1,5555.92,3062.66,2493.26
5054,92,1,3424.88,0.05,3424.88,2366.81,1058.07
5055,82,2,4713.9,0.0,9427.8,5405.12,4022.68
5056,19,1,4002.28,0.05,4002.28,2368.84,1633.44
5057,49,1,5395.01,0.05,5395.01,3300.0,2095.01
5058,69,2,6022.93,0.2,12045.86,11286.66,759.2
5059,1,2,9710.84,0.25,19421.68,13388.06,6033.62
5060,28,1,2369.79,0.0,2369.79,1295.9,1073.89
5061,43,2,3878.51,0.05,7757.02,4134.84,3622.18
5062,19,1,3040.71,0.1,3040.71,2368.84,671.87
5063,62,1,2273.1,0.25,2273.1,1944.45,328.65
5064,31,2,10438.34,0.0,20876.68,10577.84,10298.84
5065,15,1,3057.72,0.25,3057.72,3189.72,-132.0
5066,49,3,4809.08,0.05,14427.24,9900.0,4527.24
5067,93,2,7924.69,0.15,15849.38,9995.62,5853.76
5068,16,2,1232.15,0.2,2464.3,2309.18,155.12
5069,18,3,9645.59,0.1,28936.77,16195.65,12741.12
5070,12,1,9981.86,0.0,9981.86,5097.89,4883.97
5071,16,3,1374.59,0.1,4123.77,3463.77,660.0
5072,43,1,3372.42,0.05,3372.42,2067.42,1305.0
5073,1,1,12979.88,0.0,12979.88,6694.03,6285.85
5074,13,1,9239.66,0.0,9239.66,4955.21,4284.45
5075,25,1,9628.41,0.1,9628.41,5821.84,3806.57
5076,1,1,7831.13,0.1,7831.13,6694.03,1137.1
5077,84,1,454.41,0.15,454.41,258.01,196.4
5078,31,2,8141.87,0.1,16283.74,10577.84,5705.9
5079,72,2,6344.57,0.1,12689.14,7318.96,5370.18
5080,68,1,4539.49,0.05,4539.49,2577.34,1962.15
5081,16,2,1153.78,0.25,2307.56,2309.18,-1.62
5082,15,3,5216.17,0.2,15648.51,9569.16,6079.35
5083,94,1,6558.7,0.15,6558.7,3597.6,2961.1
5084,50,2,1031.23,0.0,2062.46,1556.36,506.1
5085,64,1,4494.12,0.1,4494.12,3533.46,960.66
5086,70,1,2415.7,0.0,2415.7,1531.33,884.37
5087,51,2,6145.34,0.15,12290.68,8479.7,3810.98
5088,66,2,2029.11,0.15,4058.22,2641.74,1416.48
5089,13,1,8290.02,0.1,8290.02,4955.21,3334.81
5090,91,1,6565.46,0.05,6565.46,3939.14,2626.32
5091,89,1,444.62,0.15,444.62,386.99,57.63
5092,77,1,8871.11,0.05,8871.11,5267.84,3603.27
5093,61,1,2623.54,0.1,2623.54,1821.68,801.86
5094,43,1,2531.98,0.05,2531.98,2067.42,464.56
5095,14,1,2180.67,0.2,2180.67,1920.38,260.29
5096,36,3,2768.27,0.15,8304.81,6071.46,2233.35
5097,49,2,4866.48,0.0,9732.96,6600.0,3132.96
5098,78,2,4291.97,0.0,8583.94,4374.14,4209.8
5099,4,1,8788.43,0.0,8788.43,5130.25,3658.18
5100,44,2,6640.86,0.0,13281.72,8949.98,4331.74
5101,8,1,7436.53,0.15,7436.53,5820.49,1616.04
5102,63,2,5849.61,0.2,11699.22,8495.64,3203.58
5103,19,1,3176.39,0.15,3176.39,2368.84,807.55
5104,51,3,7770.06,0.0,23310.18,12719.55,10590.63
5105,43,1,3900.18,0.0,3900.18,2067.42,1832.76
5106,53,2,10301.8,0.05,20603.6,13943.96,6659.64
5107,82,2,3687.25,0.25,7374.5,5405.12,1969.38
5108,19,2,3913.27,0.15,7826.54,4737.68,3088.86
5109,68,3,3252.93,0.05,9758.79,7732.02,2026.77
5110,38,2,8901.93,0.15,17803.86,11852.5,5951.36
5111,69,1,9448.18,0.15,9448.18,5643.33,3804.85
5112,31,1,8089.33,0.2,8089.33,5288.92,2800.41
5113,8,3,11001.22,0.1,33003.66,17461.47,15542.19
5114,33,1,755.23,0.15,755.23,615.72,139.51
5115,20,1,7139.41,0.05,7139.41,4522.97,2616.44
5116,53,1,10781.84,0.1,10781.84,6971.98,3809.86
5117,45,3,5830.05,0.0,17490.15,12599.97,4890.18
5118,88,1,3669.46,0.2,3669.46,3205.83,463.63
5119,94,2,6122.88,0.1,12245.76,7195.2,5050.56
5120,18,2,8598.84,0.2,17197.68,10797.1,6400.58
5121,63,1,5698.35,0.0,5698.35,4247.82,1450.53
5122,14,1,2807.76,0.0,2807.76,1920.38,887.38
5123,21,3,4204.95,0.1,12614.85,7384.92,5229.93
5124,25,1,7057.94,0.05,7057.94,5821.84,1236.1
5125,1,1,8241.75,0.2,8241.75,6694.03,1547.72
5126,46,3,10098.51,0.1,30295.53,16816.26,13479.27
5127,7,1,5629.66,0.2,5629.66,3624.91,2004.75
5128,37,3,7472.22,0.0,22416.66,14004.15,8412.51
5129,18,2,6528.04,0.15,13056.08,10797.1,2258.98
5130,100,2,6655.04,0.15,13310.08,8883.44,4426.64
5131,63,2,5189.76,0.2,10379.52,8495.64,1883.88
5132,7,1,6298.43,0.0,6298.43,3624.91,2673.52
5133,15,1,3756.14,0.15,3756.14,3189.72,566.42
5134,87,2,7032.97,0.0,14065.94,9872.34,4193.6
5135,5,1,5521.84,0.05,5521.84,3122.07,2399.77
5136,57,1,1410.71,0.15,1410.71,932.87,477.84
5137,58,2,3874.65,0.2,7749.3,5968.52,1780.78
5138,71,1,6660.39,0.25,6660.39,4296.17,2364.22
5139,18,2,8903.45,0.0,17806.9,10797.1,7009.8
5140,100,2,6289.08,0.0,12578.16,8883.44,3694.72
5141,23,2,8953.04,0.15,17906.08,10508.74,7397.34
5142,10,2,7756.0,0.15,15512.0,8671.3,6840.7
5143,97,2,11688.26,0.15,23376.52,13588.68,9787.84
5144,79,3,7263.25,0.1,21789.75,12498.06,9291.69
5145,82,1,5085.93,0.1,5085.93,2702.56,2383.37
5146,91,2,5908.78,0.0,11817.56,7878.28,3939.28
5147,84,1,304.35,0.15,304.35,258.01,46.34
5148,98,3,2853.71,0.15,8561.13,5245.08,3316.05
5149,4,1,8256.37,0.2,8256.37,5130.25,3126.12
5150,27,3,11101.62,0.1,33304.86,17298.15,16006.71
5151,98,3,2728.09,0.05,8184.27,5245.08,2939.19
5152,50,1,1032.17,0.15,1032.17,778.18,253.99
5153,49,3,5209.27,0.15,15627.81,9900.0,5727.81
5154,47,2,5691.67,0.1,11383.34,8992.22,2391.12
5155,9,1,7191.46,0.15,7191.46,6755.6,435.86
5156,55,3,1113.06,0.15,3339.18,2283.27,1055.91
5157,32,2,6071.49,0.2,12142.98,8331.16,3811.82
5158,31,1,7659.11,0.15,7659.11,5288.92,2370.19
5159,11,1,3372.8,0.15,3372.8,2790.43,582.37
5160,78,1,3585.62,0.1,3585.62,2187.07,1398.55
5161,33,3,677.89,0.25,2033.67,1847.16,186.51
5162,52,1,1904.77,0.1,1904.77,1307.22,597.55
5163,13,2,6422.15,0.15,12844.3,9910.42,2933.88
5164,10,1,5357.82,0.1,5357.82,4335.65,1022.17
5165,26,1,7770.78,0.2,7770.78,4832.94,2937.84
5166,18,1,8732.52,0.1,8732.52,5398.55,3333.97
5167,7,1,6645.87,0.0,6645.87,3624.91,3020.96
5168,64,2,6356.59,0.15,12713.18,7066.92,5646.26
5169,26,1,4685.4,0.25,4685.4,4832.94,-147.54
5170,59,1,9462.83,0.0,9462.83,6510.62,2952.21
5171,35,1,6818.79,0.1,6818.79,5273.97,1544.82
5172,76,2,9692.62,0.2,19385.24,12062.32,7322.92
5173,92,3,3868.16,0.1,11604.48,7100.43,4504.05
5174,96,2,6695.51,0.1,13391.02,9278.46,4112.56
5175,19,3,2517.03,0.25,7551.09,7106.52,444.57
5176,66,2,2120.72,0.2,4241.44,2641.74,1599.7
5177,83,2,10791.4,0.05,21582.8,11285.78,10297.02
5178,67,1,7664.83,0.2,7664.83,5669.55,1995.28
5179,82,2,5331.37,0.05,10662.74,5405.12,5257.62
5180,20,3,6792.46,0.15,20377.38,13568.91,6808.47
5181,57,1,1537.32,0.05,1537.32,932.87,604.45
5182,2,1,7125.06,0.1,7125.06,5444.95,1680.11
5183,44,1,4727.77,0.2,4727.77,4474.99,252.78
5184,12,1,6392.34,0.25,6392.34,5097.89,1294.45
5185,41,1,9220.31,0.15,9220.31,6241.31,2979.0
5186,69,2,8400.74,0.15,16801.48,11286.66,5514.82
5187,92,2,4368.4,0.05,8736.8,4733.62,4003.18
5188,20,1,7426.41,0.05,7426.41,4522.97,2903.44
5189,96,2,8927.44,0.05,17854.88,9278.46,8576.42
5190,10,1,4840.68,0.2,4840.68,4335.65,505.03
5191,71,1,7732.91,0.05,7732.91,4296.17,3436.74
5192,92,3,3011.62,0.25,9034.86,7100.43,1934.43
5193,87,2,10168.11,0.0,20336.22,9872.34,10463.88
5194,38,2,8308.53,0.15,16617.06,11852.5,4764.56
5195,79,1,7985.4,0.0,7985.4,4166.02,3819.38
5196,68,1,4234.39,0.0,4234.39,2577.34,1657.05
5197,72,1,6229.94,0.15,6229.94,3659.48,2570.46
5198,77,1,8571.68,0.15,8571.68,5267.84,3303.84
5199,25,2,8245.88,0.25,16491.76,11643.68,4848.08
5200,39,1,1120.38,0.0,1120.38,689.88,430.5
5201,42,2,1397.97,0.0,2795.94,2206.66,589.28
5202,63,1,6371.82,0.25,6371.82,4247.82,2124.0
5203,25,2,9988.16,0.05,19976.32,11643.68,8332.64
5204,14,1,3097.78,0.1,3097.78,1920.38,1177.4
5205,76,1,7890.35,0.1,7890.35,6031.16,1859.19
5206,37,3,6744.51,0.05,20233.53,14004.15,6229.38
5207,31,2,10704.09,0.0,21408.18,10577.84,10830.34
5208,100,1,8513.9,0.1,8513.9,4441.72,4072.18
5209,71,3,5261.51,0.2,15784.53,12888.51,2896.02
5210,71,2,9099.44,0.0,18198.88,8592.34,9606.54
5211,34,1,6024.16,0.05,6024.16,3851.44,2172.72
5212,13,2,5873.14,0.1,11746.28,9910.42,1835.86
5213,7,1,6700.24,0.0,6700.24,3624.91,3075.33
5214,78,1,3411.43,0.0,3411.43,2187.07,1224.36
5215,90,1,7823.16,0.0,7823.16,6151.25,1671.91
5216,85,1,5898.33,0.2,5898.33,4883.02,1015.31
5217,42,1,1390.89,0.1,1390.89,1103.33,287.56
5218,39,1,1106.11,0.15,1106.11,689.88,416.23
5219,24,2,8096.68,0.05,16193.36,8455.72,7737.64
5220,88,2,6685.43,0.0,13370.86,6411.66,6959.2
5221,54,1,1241.11,0.1,1241.11,779.88,461.23
5222,12,1,7937.85,0.0,7937.85,5097.89,2839.96
5223,14,2,2970.77,0.1,5941.54,3840.76,2100.78
5224,6,3,3442.39,0.0,10327.17,6791.19,3535.98
5225,2,1,7601.51,0.15,7601.51,5444.95,2156.56
5226,71,1,7797.68,0.15,7797.68,4296.17,3501.51
5227,3,3,8559.23,0.1,25677.69,13959.63,11718.06
5228,74,1,5059.68,0.25,5059.68,4357.9,701.78
5229,100,1,4262.28,0.25,4262.28,4441.72,-179.44
5230,84,1,334.44,0.1,334.44,258.01,76.43
5231,80,3,10274.96,0.15,30824.88,19018.92,11805.96
5232,79,2,4056.75,0.25,8113.5,8332.04,-218.54
5233,85,1,5934.26,0.25,5934.26,4883.02,1051.24
5234,7,1,5565.51,0.05,5565.51,3624.91,1940.6
5235,50,1,1252.37,0.1,1252.37,778.18,474.19
5236,33,2,872.76,0.15,1745.52,1231.44,514.08
5237,54,2,901.3,0.15,1802.6,1559.76,242.84
5238,38,2,6482.64,0.15,12965.28,11852.5,1112.78
5239,19,1,3482.67,0.05,3482.67,2368.84,1113.83
5240,61,1,2916.41,0.1,2916.41,1821.68,1094.73
5241,50,2,1613.03,0.0,3226.06,1556.36,1669.7
5242,22,1,2081.79,0.1,2081.79,1242.95,838.84
5243,59,2,10612.8,0.2,21225.6,13021.24,8204.36
5244,15,1,3962.66,0.15,3962.66,3189.72,772.94
5245,83,3,6060.86,0.25,18182.58,16928.67,1253.91
5246,61,1,3315.66,0.0,3315.66,1821.68,1493.98
5247,86,3,1999.99,0.1,5999.97,5120.07,879.9
5248,48,2,7839.53,0.1,15679.06,8273.9,7405.16
5249,82,1,4587.36,0.15,4587.36,2702.56,1884.8
5250,25,1,8816.21,0.15,8816.21,5821.84,2994.37
5251,96,1,7176.08,0.1,7176.08,4639.23,2536.85
5252,98,2,2223.55,0.2,4447.1,3496.72,950.38
5253,91,2,5372.08,0.1,10744.16,7878.28,2865.88
5254,75,2,1242.37,0.25,2484.74,2181.22,303.52
5255,28,2,2040.04,0.05,4080.08,2591.8,1488.28
5256,63,1,5387.68,0.2,5387.68,4247.82,1139.86
5257,20,3,7759.67,0.0,23279.01,13568.91,9710.1
5258,38,1,7788.98,0.15,7788.98,5926.25,1862.73
5259,38,1,11881.44,0.05,11881.44,5926.25,5955.19
5260,15,1,3640.29,0.25,3640.29,3189.72,450.57
5261,9,3,7547.44,0.25,22642.32,20266.8,2375.52
5262,23,2,8901.14,0.1,17802.28,10508.74,7293.54
5263,84,1,258.42,0.25,258.42,258.01,0.41
5264,56,2,8138.36,0.25,16276.72,11128.94,5147.78
5265,47,1,7609.64,0.2,7609.64,4496.11,3113.53
5266,94,2,5806.17,0.0,11612.34,7195.2,4417.14
5267,13,1,6890.09,0.1,6890.09,4955.21,1934.88
5268,15,1,6059.85,0.0,6059.85,3189.72,2870.13
5269,46,2,6540.12,0.2,13080.24,11210.84,1869.4
5270,70,2,2047.59,0.1,4095.18,3062.66,1032.52
5271,56,1,10081.03,0.15,10081.03,5564.47,4516.56
5272,87,3,7923.93,0.05,23771.79,14808.51,8963.28
5273,37,1,5599.75,0.2,5599.75,4668.05,931.7
5274,70,2,2003.56,0.1,4007.12,3062.66,944.46
5275,32,3,7561.15,0.05,22683.45,12496.74,10186.71
5276,26,2,9232.33,0.0,18464.66,9665.88,8798.78
5277,45,1,4942.7,0.15,4942.7,4199.99,742.71
5278,59,2,8912.38,0.2,17824.76,13021.24,4803.52
5279,26,1,10297.78,0.0,10297.78,4832.94,5464.84
5280,96,1,8260.22,0.05,8260.22,4639.23,3620.99
5281,38,1,11718.04,0.0,11718.04,5926.25,5791.79
5282,50,1,1164.21,0.15,1164.21,778.18,386.03
5283,71,1,4355.63,0.25,4355.63,4296.17,59.46
5284,32,1,5574.03,0.0,5574.03,4165.58,1408.45
5285,91,2,6548.43,0.1,13096.86,7878.28,5218.58
5286,76,1,11048.37,0.05,11048.37,6031.16,5017.21
5287,6,1,4087.04,0.1,4087.04,2263.73,1823.31
5288,40,1,7630.36,0.05,7630.36,4151.65,3478.71
5289,98,1,3192.0,0.15,3192.0,1748.36,1443.64
5290,77,2,7287.97,0.1,14575.94,10535.68,4040.26
5291,43,1,3498.65,0.1,3498.65,2067.42,1431.23
5292,96,2,5964.38,0.0,11928.76,9278.46,2650.3
5293,85,2,6201.81,0.1,12403.62,9766.04,2637.58
5294,52,3,1418.87,0.2,4256.61,3921.66,334.95
5295,66,1,1802.06,0.1,1802.06,1320.87,481.19
5296,72,3,5165.93,0.15,15497.79,10978.44,4519.35
5297,83,3,6480.24,0.25,19440.72,16928.67,2512.05
5298,17,1,4662.33,0.15,4662.33,2965.38,1696.95
5299,16,1,1266.45,0.15,1266.45,1154.59,111.86
5300,38,2,12168.51,0.0,24337.02,11852.5,12484.52
5301,13,1,8576.39,0.15,8576.39,4955.21,3621.18
5302,21,2,5207.42,0.0,10414.84,4923.28,5491.56
5303,5,2,5860.08,0.1,11720.16,6244.14,5476.02
5304,94,1,7657.09,0.0,7657.09,3597.6,4059.49
5305,22,1,1671.2,0.2,1671.2,1242.95,428.25
5306,27,1,8944.72,0.25,8944.72,5766.05,3178.67
5307,65,3,1473.93,0.05,4421.79,3114.12,1307.67
5308,35,3,7591.83,0.15,22775.49,15821.91,6953.58
5309,51,2,5842.65,0.0,11685.3,8479.7,3205.6
5310,2,2,9299.07,0.1,18598.14,10889.9,7708.24
5311,67,2,10559.11,0.1,21118.22,11339.1,9779.12
5312,95,1,904.38,0.0,904.38,485.9,418.48
5313,98,2,2618.85,0.1,5237.7,3496.72,1740.98
5314,92,1,4492.71,0.1,4492.71,2366.81,2125.9
5315,17,1,3774.06,0.1,3774.06,2965.38,808.68
5316,24,2,8152.03,0.1,16304.06,8455.72,7848.34
5317,23,1,6700.57,0.05,6700.57,5254.37,1446.2
5318,81,1,4368.03,0.1,4368.03,3100.56,1267.47
5319,23,1,7311.84,0.0,7311.84,5254.37,2057.47
5320,71,2,6678.56,0.1,13357.12,8592.34,4764.78
5321,73,1,3017.72,0.25,3017.72,2453.1,564.62
5322,95,1,870.81,0.1,870.81,485.9,384.91
5323,4,1,7004.86,0.25,7004.86,5130.25,1874.61
5324,13,1,9788.36,0.0,9788.36,4955.21,4833.15
5325,34,2,4945.04,0.1,9890.08,7702.88,2187.2
5326,74,1,6730.65,0.0,6730.65,4357.9,2372.75
5327,55,3,981.92,0.05,2945.76,2283.27,662.49
5328,33,1,698.61,0.2,698.61,615.72,82.89
5329,2,3,6910.24,0.1,20730.72,16334.85,4395.87
5330,3,3,6701.84,0.15,20105.52,13959.63,6145.89
5331,94,1,6155.69,0.0,6155.69,3597.6,2558.09
5332,100,1,7111.12,0.1,7111.12,4441.72,2669.4
5333,97,1,7955.89,0.2,7955.89,6794.34,1161.55
5334,74,3,7564.7,0.05,22694.1,13073.7,9620.4
5335,83,1,9941.68,0.1,9941.68,5642.89,4298.79
5336,51,2,5940.27,0.25,11880.54,8479.7,3400.84
5337,48,3,5167.12,0.15,15501.36,12410.85,3090.51
5338,97,1,9287.37,0.1,9287.37,6794.34,2493.03
5339,59,2,8924.97,0.1,17849.94,13021.24,4828.7
5340,77,1,6531.85,0.1,6531.85,5267.84,1264.01
5341,3,2,8328.87,0.1,16657.74,9306.42,7351.32
5342,20,2,9513.87,0.0,19027.74,9045.94,9981.8
5343,81,1,3740.87,0.1,3740.87,3100.56,640.31
5344,46,1,6643.94,0.25,6643.94,5605.42,1038.52
5345,2,1,10729.67,0.0,10729.67,5444.95,5284.72
5346,62,2,2521.61,0.1,5043.22,3888.9,1154.32
5347,63,3,5928.08,0.15,17784.24,12743.46,5040.78
5348,29,2,4995.32,0.1,9990.64,8796.88,1193.76
5349,9,2,13033.19,0.1,26066.38,13511.2,12555.18
5350,42,3,1454.66,0.15,4363.98,3309.99,1053.99
5351,80,1,8889.66,0.2,8889.66,6339.64,2550.02
5352,1,1,8877.01,0.1,8877.01,6694.03,2182.98
5353,53,1,7499.3,0.25,7499.3,6971.98,527.32
5354,56,1,7966.03,0.2,7966.03,5564.47,2401.56
5355,16,2,2049.23,0.0,4098.46,2309.18,1789.28
5356,46,1,9403.74,0.15,9403.74,5605.42,3798.32
5357,7,1,5444.33,0.1,5444.33,3624.91,1819.42
5358,36,2,2608.47,0.05,5216.94,4047.64,1169.3
5359,25,1,8290.79,0.2,8290.79,5821.84,2468.95
5360,51,2,7473.79,0.05,14947.58,8479.7,6467.88
5361,97,1,7656.52,0.1,7656.52,6794.34,862.18
5362,23,3,9179.5,0.0,27538.5,15763.11,11775.39
5363,13,1,8180.51,0.1,8180.51,4955.21,3225.3
